serio	sˈerjo
sosten	sostˈeŋ
ehempel	ehempˈel
ayudo	ajˈudo
DVG	dˌevˌeɡˈe
cliente	kljˈente
Diahuebs	djahwˈebs
paisnan	pˈa͡ɪsnan
exigi	eksˈixi
momentonan	momentˈonan
edad	edˈad
pregunta	preɡˈunta
final	finˈal
peticion	petisjˈoŋ
van	vˈaŋ
Diasabra	djasˈabra
sosode	sosˈode
nifica	nifˈika
reglanan	reɡlˈanan
pago	pˈaɡo
atencion	atensjˈoŋ
actual	aktwˈal
ariba	arˈiba
partido	partˈido
Mi	mˈi
bini	bˈini
chikito	t͡ʃikˈito
internacional	internasjonˈal
desde	dˈesde
oportunidad	oportunidˈad
pues	pwˈes
conferencia	konferˈensja
punto	pˈunto
bolbe	bˈolbe
introduci	introdˈusi
bao	bˈao
plan	plˈaŋ
permiti	permˈiti
aworaki	aworˈaki
esta	ˈesta
remarca	remˈarka
cierto	sjˈerto
programa	proɡrˈama
controla	kontrˈola
Awe	ˈawe
Ministerio	ministˈerjo
purba	pˈurba
pashent	paʃˈent
salario	salˈarjo
fuerte	fwˈerte
meta	mˈeta
sumamente	sumamˈente
berdad	berdˈad
kende	kˈende
medida	medˈida
Diamars	djamˈars
companianan	kompanjˈanan
nomber	nombˈer
gastonan	ɡastˈonan
dianan	djˈanan
Coronavirus	koronavirˈus
so	sˈo
trahando	trahˈando
cune	kˈune
pensa	pˈensa
Presidente	presidˈente
hecho	hˈet͡ʃo
hoben	hobˈeŋ
Riba	rˈiba
Diadomingo	djadomˈinɡo
Salud	salˈud
firma	fˈirma
sinti	sˈinti
nunca	nˈunka
turista	turˈista
nivel	nivˈel
cualkier	kwalkjˈer
sr	ˌɛsˈɛr
number	numbˈer
tocante	tokˈante
Awor	awˈor
yiu	jjˈu
Caribe	karˈibe
esun	esˈuŋ
periodo	perjˈodo
kere	kˈere
sinta	sˈinta
miembronan	mjembrˈonan
tipo	tˈipo
atrobe	atrˈobe
realidad	realidˈad
resulta	resˈulta
cumpra	kˈumpra
prueba	prwˈeba
general	xenerˈal
activo	aktˈivo
cuminda	kumˈinda
interes	interˈes
mirando	mirˈando
Manera	manˈera
departamento	departamˈento
temporada	temporˈada
Citgo	sˈitɡo
impacto	impˈakto
tawata	tawˈata
team	teˈam
ofrece	ofrˈese
participa	partisˈipa
regla	rˈeɡla
Asina	asˈina
largo	lˈarɡo
porta	pˈorta
kibra	kˈibra
pasando	pasˈando
palabra	palˈabra
duro	dˈuro
presente	presˈente
Mester	mestˈer
yena	jˈena
desea	desˈea
Pesey	pesˈej
tras	trˈas
contesta	kontˈesta
bienestar	bjenestˈar
propio	prˈopjo
malesa	malˈesa
miembro	mjˈembro
carta	kˈarta
online	onlˈine
Florin	florˈiŋ
ciudadano	sjudadˈano
gradici	ɡradˈisi
guia	ɡjˈa
hobennan	hobˈennan
victima	viktˈima
asistencia	asistˈensja
special	spesjˈal
siguiente	siɡjˈente
clientenan	kljentˈenan
mihor	mihˈor
derecho	derˈet͡ʃo
suma	sˈuma
ku	kˈu
malo	mˈalo
worde	wˈorde
cana	kˈana
Bo	bˈo
arma	ˈarma
boto	bˈoto
Fundacion	fundasjˈoŋ
lama	lˈama
necesidad	nesesidˈad
kita	kˈita
gobernacion	ɡobernasjˈoŋ
usa	ˈusa
bista	bˈista
eleccion	eleksjˈoŋ
Dia	djˈa
falta	fˈalta
anterior	anterjˈor
recupera	rekupˈera
Cuerpo	kwˈerpo
trafico	trafˈiko
uzo	ˈuzo
atras	atrˈas
proyectonan	projektˈonan
puntra	pˈuntra
lanta	lˈanta
mucho	mˈut͡ʃo
mayoria	majˈorja
normal	normˈal
añanan	aɲˈanan
miho	mˈiho
frontera	frontˈera
oficial	ofisjˈal
contento	kontˈento
tampoco	tampˈoko
debe	dˈebe
Pais	pˈa͡ɪs
lista	lˈista
pronto	prˈonto
sostene	sostˈene
compara	kompˈara
demostra	demˈostra
esakinan	esakˈinan
vacuna	vakˈuna
Toque	tˈokwe
rapport	rappˈort
Aki	ˈaki
dialuna	djalˈuna
cubri	kˈubri
mil	mˈil
droga	drˈoɡa
pashentnan	paʃˈentnan
seguridad	seɡuridˈad
agrega	aɡrˈeɡa
condicionnan	kondisjˈonnan
Betico	betˈiko
Como	kˈomo
mescos	meskˈos
tema	tˈema
abuso	abˈuso
For	fˈor
morto	mˈorto
awo	ˈawo
hasi	hˈasi
trahadornan	trahadˈornan
cuadro	kwˈadro
scolnan	skˈolnan
problemanan	problemˈanan
solucion	solusjˈoŋ
declara	deklˈara
Marisol	marisˈol
opinion	opinjˈoŋ
vehiculo	vehikˈulo
lucha	lˈut͡ʃa
proximo	proksˈimo
cifranan	sifrˈanan
distancia	distˈansja
Sinembargo	sinembˈarɡo
bunita	bunˈita
ki	kˈi
Ademas	ademˈas
eynan	ˈejnan
Policial	polisjˈal
actua	ˈaktwa
masha	mˈaʃa
maximo	maksˈimo
acepta	asˈepta
mayornan	majˈornan
aden	adˈeŋ
gana	ɡˈana
basa	bˈasa
fecha	fˈet͡ʃa
Diaranson	djaransˈoŋ
Corte	kˈorte
responsabilidad	responsabilidˈad
riesgo	rjˈesɡo
stop	stˈop
gran	ɡrˈaŋ
oficina	ofisˈina
Arubiano	arubjˈano
unico	unˈiko
cuarentena	kwarentˈena
merdia	mˈerdja
casi	kˈasi
completo	komplˈeto
facil	fasˈil
poni	pˈoni
Kico	kˈiko
aplica	aplˈika
peliger	pelixˈer
Arubano	arubˈano
Covid	kovˈid
autoridad	autoridˈad
diabierna	djabjˈerna
scucha	skˈut͡ʃa
confirma	konfˈirma
constata	konstˈata
encarga	enkˈarɡa
haciendo	hasjˈendo
presupuesto	presupwˈesto
principal	prinsipˈal
aumenta	aumˈenta
Hopi	hˈopi
Colegio	kolˈexjo
bandona	bandˈona
hunga	hˈunɡa
rato	rˈato
Bikker	bikkˈer
cuida	kˈujda
mayor	majˈor
permiso	permˈiso
proteha	protˈeha
mercado	merkˈado
edificio	edifˈisjo
completamente	kompletamˈente
corda	kˈorda
empleadonan	empleadˈonan
fase	fˈase
mama	mˈama
Maart	mˈaːrt
pm	pˌeˈɛm
Knops	knˈops
curpa	kˈurpa
Husticia	hustˈisja
bai	bˈa͡ɪ
posibilidad	posibilidˈad
cambionan	kambjˈonan
extra	ˈekstra
protocol	protokˈol
realisa	realˈisa
asunto	asˈunto
cosnan	kˈosnan
sea	sˈea
MEP	mˈep
depende	depˈende
acaso	akˈaso
Dangui	dˈanɡj
Santa	sˈanta
cooperacion	koːperasjˈoŋ
oranan	orˈanan
refineria	refinˈerja
ambulans	ambulˈans
hinca	hˈinka
mata	mˈata
pesey	pesˈej
actividad	aktividˈad
accion	aksjˈoŋ
publica	publˈika
sra	srˈa
direccion	direksjˈoŋ
sera	sˈera
señala	seɲˈala
trahador	trahadˈor
uso	ˈuso
Club	klˈub
Crisis	krisˈis
Premier	premjˈer
over	ovˈer
studiantenan	studjantˈenan
suficiente	sufisjˈente
estado	estˈado
FASE	fˈase
campaña	kampˈaɲa
djis	d͡ʒˈis
dor	dˈor
maart	mˈaːrt
nacional	nasjonˈal
website	websˈite
Team	teˈam
polisnan	polˈisnan
tira	tˈira
Pueblo	pwˈeblo
historia	histˈorja
tratamento	tratamˈento
danki	dˈanki
lunanan	lunˈanan
sospechoso	sospet͡ʃˈoso
Lo	lˈo
benta	bˈenta
conseho	konsˈeho
preocupacion	preokupasjˈoŋ
director	direktˈor
islanan	islˈanan
Gabinete	ɡabinˈete
calidad	kalidˈad
leynan	lˈejnan
pafo	pˈafo
Bank	bˈank
Cruz	krˈuz
disponibel	disponibˈel
full	fˈull
or	ˈor
señora	seɲˈora
Sr	ˌɛsˈɛr
bati	bˈati
considera	konsidˈera
digital	dixitˈal
mesa	mˈesa
net	nˈet
toch	tˈot͡ʃ
comparti	kompˈarti
fondo	fˈondo
gasto	ɡˈasto
paso	pˈaso
estudio	estˈudjo
vuelo	vwˈelo
December	desembˈer
cura	kˈura
doño	dˈoɲo
sino	sˈino
desaroya	desarˈoja
acudi	akˈudi
contribui	kontribˈuj
lubida	lubˈida
priva	prˈiva
bayendo	bajˈendo
carga	kˈarɡa
comercio	komˈersjo
Juli	jˈuli
November	novembˈer
Social	sosjˈal
destrui	destrˈuj
humano	humˈano
juli	jˈuli
importancia	importˈansja
Tromp	trˈomp
actualmente	aktwalmˈente
fundacion	fundasjˈoŋ
Nacional	nasjonˈal
Wever	wevˈer
articulo	artikˈulo
aproba	aprˈoba
condicion	kondisjˈoŋ
instancia	instˈansja
liber	libˈer
muher	muhˈer
responsabel	responsabˈel
rotonde	rotˈonde
Beach	beˈat͡ʃ
September	septembˈer
continua	kontˈinwa
testnan	tˈestnan
pisa	pˈisa
uni	ˈuni
hala	hˈala
termina	termˈina
stipula	stipˈula
boso	bˈoso
celebra	selˈebra
comision	komisjˈoŋ
bende	bˈende
i	ˈi
leu	lˈew
madruga	madrˈuɡa
maneha	manˈeha
reuni	rˈewni
studiante	studjˈante
trahado	trahˈado
turistanan	turistˈanan
plama	plˈama
produci	prodˈusi
puntonan	puntˈonan
Te	tˈe
keto	kˈeto
experiencia	eksperjˈensja
paden	padˈeŋ
subraya	subrˈaja
inclui	inklˈuj
October	oktobˈer
cita	sˈita
Queda	kwˈeda
Juni	jˈuni
Partido	partˈido
ambiente	ambjˈente
Ley	lˈej
Tabata	tabˈata
capacidad	kapasidˈad
cuanto	kwˈanto
espacio	espˈasjo
bario	bˈarjo
empleado	empleˈado
garantisa	ɡarantˈisa
Central	sentrˈal
abogado	aboɡˈado
ambulance	ambulˈanse
organisacion	orɡanisasjˈoŋ
reduci	redˈusi
castigo	kastˈiɡo
chens	t͡ʃˈens
fiesta	fjˈesta
parlamentario	parlamentˈarjo
pega	pˈeɡa
seguro	seɡˈuro
deteni	detˈeni
sintoma	sintˈoma
Pasobra	pasˈobra
organisa	orɡanˈisa
pasado	pasˈado
sigura	siɡˈura
tiki	tˈiki
Banco	bˈanko
Mientras	mjentrˈas
afo	ˈafo
autonomia	autonˈomja
confronta	konfrˈonta
recuperacion	rekuperasjˈoŋ
Mas	mˈas
bisti	bˈisti
donacion	donasjˈoŋ
Mei	mˈe͡ɪ
abou	abˈow
dolor	dolˈor
Aparte	apˈarte
enfatisa	enfatˈisa
pia	pjˈa
Polisnan	polˈisnan
Serlimar	serlimˈar
adapta	adˈapta
prijs	prˈe͡ɪs
China	t͡ʃˈina
POR	pˈor
SVb	ˌɛsvˌebˈe
check	t͡ʃˈekk
ne	nˈe
Desde	dˈesde
aumento	aumˈento
entrante	entrˈante
pakico	pakˈiko
subsidio	subsˈidjo
luz	lˈuz
video	vidˈeo
Loke	lˈoke
Status	statˈus
comercial	komersjˈal
ciudadanonan	sjudadanˈonan
mal	mˈal
aspecto	aspˈekto
transporta	transpˈorta
fondonan	fondˈonan
mei	mˈe͡ɪ
proteccion	proteksjˈoŋ
boet	bˈut
evalua	evˈalwa
Gobernador	ɡobernadˈor
corta	kˈorta
marduga	mardˈuɡa
negativo	neɡatˈivo
presencia	presˈensja
banco	bˈanko
material	materjˈal
diasabra	djasˈabra
enfrenta	enfrˈenta
menasa	menˈasa
enseñansa	enseɲˈansa
noticia	notˈisja
Curacao	kurakˈao
declaracion	deklarasjˈoŋ
etc	ˈetk
hotel	hotˈel
siña	sˈiɲa
caida	kˈa͡ɪda
famianan	famjˈanan
Sra	srˈa
invita	invˈita
potret	potrˈet
Endy	ˈendi
impuesto	impwˈesto
lider	lidˈer
pakete	pakˈete
sala	sˈala
Centro	sˈentro
Impuesto	impwˈesto
region	rexjˈoŋ
relacion	relasjˈoŋ
tata	tˈata
cacho	kˈat͡ʃo
contagio	kontˈaxjo
documento	dokumˈento
ilegal	ileɡˈal
poder	podˈer
yiunan	jjˈunan
Banda	bˈanda
horta	hˈorta
pasahero	pasahˈero
ripara	ripˈara
barco	bˈarko
directiva	direktˈiva
combati	kombˈati
Colombia	kolˈombja
politica	politˈika
presidente	presidˈente
produccion	produksjˈoŋ
solo	sˈolo
exterior	eksterjˈor
ken	kˈeŋ
buki	bˈuki
centro	sˈentro
conclui	konklˈuj
dokter	doktˈer
lihe	lˈihe
resultadonan	resultadˈonan
yudansa	judˈansa
Facebook	fasebˈoːk
ayera	ajˈera
consecuencia	konsekwˈensja
ehecuta	ehekˈuta
juni	jˈuni
otronan	otrˈonan
legal	leɡˈal
balor	balˈor
detencion	detensjˈoŋ
mara	mˈara
tumando	tumˈando
fisico	fisˈiko
Censo	sˈenso
Con	kˈoŋ
efecto	efˈekto
higiena	hixjˈena
in	ˈiŋ
pareha	parˈeha
producto	prodˈukto
productonan	produktˈonan
bes	bˈes
desaroyonan	desarojˈonan
limita	limˈita
basico	basˈiko
diahuebs	djahwˈebs
negoshinan	neɡoʃˈinan
reto	rˈeto
unidad	unidˈad
yamada	jamˈada
pendiente	pendjˈente
Augustus	auɡustˈus
acerca	asˈerka
directamente	direktamˈente
Dr	dˌeˈɛr
altura	altˈura
ambos	ambˈos
diamars	djamˈars
laboral	laborˈal
tey	tˈej
fraccion	fraksjˈoŋ
kiermen	kjermˈeŋ
Lampe	lˈampe
coriente	korjˈente
diaranson	djaransˈoŋ
prison	prisˈoŋ
sufri	sˈufri
Carnaval	karnavˈal
Januari	janwˈari
Noord	nˈoːrd
contagia	kontˈaxja
costa	kˈosta
Cada	kˈada
Conseho	konsˈeho
bishitante	biʃitˈante
directo	dirˈekto
documentonan	dokumentˈonan
envolvi	envˈolvi
forsa	fˈorsa
and	ˈand
bishitantenan	biʃitantˈenan
evento	evˈento
mental	mentˈal
topico	topˈiko
trahadonan	trahadˈonan
november	novembˈer
augustus	auɡustˈus
december	desembˈer
vota	vˈota
Turismo	turˈismo
instancianan	instansjˈanan
interna	intˈerna
parce	pˈarse
tarea	tarˈea
St	ˌɛstˈe
pisca	pˈiska
raporta	rapˈorta
telefon	telefˈoŋ
Costa	kˈosta
diadomingo	djadomˈinɡo
inicia	inˈisja
Director	direktˈor
Xiomara	zjomˈara
actividadnan	aktividˈadnan
adicional	adisjonˈal
sirbi	sˈirbi
corecto	korˈekto
crece	krˈese
deporte	depˈorte
lamenta	lamˈenta
retonan	retˈonan
cobra	kˈobra
come	kˈome
influencia	inflwˈensja
keho	kˈeho
pagina	paxˈina
siguridad	siɡuridˈad
Oranjestad	oranjestˈad
Uni	ˈuni
emergencia	emerxˈensja
enorme	enˈorme
ex	ˈeks
incluyendo	inklujˈendo
prevencion	prevensjˈoŋ
profesional	profesjonˈal
daño	dˈaɲo
ela	ˈela
ocasion	okasjˈoŋ
reconoce	rekonˈose
tera	tˈera
Mericano	merikˈano
avion	avjˈoŋ
comunicacion	komunikasjˈoŋ
confiansa	konfjˈansa
dato	dˈato
Caya	kˈaja
Europa	ewrˈopa
alarma	alˈarma
fayece	fajˈese
abao	abˈao
educacion	edukasjˈoŋ
presentacion	presentasjˈoŋ
residente	residˈente
Trump	trˈump
notifica	notifˈika
protocolnan	protokˈolnan
recorda	rekˈorda
start	stˈart
Benny	bˈenni
Maarten	maːrtˈeŋ
corupcion	korupsjˈoŋ
expertonan	ekspertˈonan
fabor	fabˈor
lesa	lˈesa
posicion	posisjˈoŋ
Algemene	alxemˈene
cara	kˈara
representa	represˈenta
careda	karˈeda
demanda	demˈanda
encera	ensˈera
existi	eksˈisti
April	aprˈil
NV	ˌɛnvˈe
isola	isˈola
les	lˈes
meter	metˈer
promer	promˈer
specialmente	spesjalmˈente
tende	tˈende
DIMP	dˈimp
Stichting	stit͡ʃtˈinɡ
enfoca	enfˈoka
september	septembˈer
central	sentrˈal
decisionnan	desisjˈonnan
indicacion	indikasjˈoŋ
industria	indˈustrja
remedi	remˈedi
surgi	sˈurxi
color	kolˈor
mensahe	mensˈahe
Parke	pˈarke
anto	ˈanto
deshaci	deʃˈasi
parlamento	parlamˈento
sushi	sˈuʃi
Diaranzon	djaranzˈoŋ
politiconan	politikˈonan
rekeri	rekˈeri
rol	rˈol
De	dˈe
Rekenkamer	rekenkamˈer
preguntanan	preɡuntˈanan
atraco	atrˈako
email	emˈa͡ɪl
sindicato	sindikˈato
Algun	alɡˈuŋ
Arends	arˈends
isolacion	isolasjˈoŋ
papel	papˈel
studia	stˈudja
DIMAS	dimˈas
camber	kambˈer
minimo	minˈimo
transporte	transpˈorte
TdQ	tˌedˈekˈy
duda	dˈuda
intencion	intensjˈoŋ
investiga	investˈiɡa
cifra	sˈifra
mehora	mehˈora
NO	nˈo
am	ˈam
simannan	simˈannan
Corona	korˈona
DIP	dˈip
alumnonan	alumnˈonan
ladronicia	ladronˈisja
peligroso	peliɡrˈoso
preocupa	preokˈupa
wega	wˈeɡa
Europeo	ewropˈeo
formulario	formulˈarjo
idea	idˈea
Lopez	lopˈez
distanciamento	distansjamˈento
Cas	kˈas
Raad	rˈaːd
drecha	drˈet͡ʃa
funciona	funsjˈona
musica	musˈika
practica	praktˈika
servicionan	servisjˈonan
Esnan	ˈesnan
opcion	opsjˈoŋ
ordo	ˈordo
turistico	turistˈiko
Plan	plˈaŋ
inverti	invˈerti
rijbewijs	re͡ɪbewˈe͡ɪs
yen	jˈeŋ
Cultura	kultˈura
amplio	ˈampljo
aunke	aˈunke
queda	kwˈeda
DOW	dˈow
lansa	lˈansa
muri	mˈuri
o	ˈo
premio	prˈemjo
premira	premˈira
blanco	blˈanko
cabes	kabˈes
consisti	konsˈisti
dedica	dedˈika
entrevista	entrevˈista
operacion	operasjˈoŋ
Ban	bˈaŋ
Mirando	mirˈando
KIA	kjˈa
Su	sˈu
abo	ˈabo
canando	kanˈando
consideracion	konsiderasjˈoŋ
limpi	lˈimpi
pensamento	pensamˈento
Enseñansa	enseɲˈansa
Lotto	lˈotto
contenido	kontenˈido
drumi	drˈumi
grandinan	ɡrandˈinan
adres	adrˈes
construccion	konstruksjˈoŋ
splicacion	splikasjˈoŋ
Debi	dˈebi
alumno	alˈumno
habitantenan	habitantˈenan
januari	janwˈari
mr	ˌɛmˈɛr
pasonan	pasˈonan
Tanki	tˈanki
antes	antˈes
pariba	parˈiba
toque	tˈokwe
training	tra͡ɪnˈinɡ
Corsow	korsˈow
WEB	wˈeb
atento	atˈento
muhe	mˈuhe
representante	representˈante
urgencia	urxˈensja
Dios	djˈos
Tjon	tjˈoŋ
empresa	emprˈesa
esfuerso	esfwˈerso
acusa	akˈusa
gruponan	ɡrupˈonan
mocion	mosjˈoŋ
prestamo	prestˈamo
stroba	strˈoba
coleganan	koleɡˈanan
implementa	implemˈenta
preveni	prevˈeni
sentencia	sentˈensja
concerni	konsˈerni
enfermedad	enfermedˈad
aglomeracion	aɡlomerasjˈoŋ
naturalesa	naturalˈesa
cua	kwˈa
piso	pˈiso
reacciona	reaksjˈona
regresa	reɡrˈesa
prioridad	prjoridˈad
trabounan	trabˈownan
Afl	ˈafl
Koolman	koːlmˈaŋ
Otro	ˈotro
miedo	mjˈedo
real	reˈal
AHATA	ahˈata
exitoso	eksitˈoso
funcion	funsjˈoŋ
gara	ɡˈara
inicio	inˈisjo
sindicatonan	sindikatˈonan
voto	vˈoto
Pasco	pˈasko
Savaneta	savanˈeta
comete	komˈete
docentenan	dosentˈenan
elabora	elabˈora
palo	pˈalo
reaccion	reaksjˈoŋ
sexual	sekswˈal
amplia	ˈamplja
bezig	bezˈiɡ
determina	determˈina
encontra	enkˈontra
supervision	supervisjˈoŋ
tal	tˈal
vision	visjˈoŋ
Aeropuerto	aeropwˈerto
Mesora	mesˈora
akinan	akˈinan
alcohol	alkohˈol
andando	andˈando
apertura	apertˈura
exito	eksˈito
stimula	stimˈula
yegando	jeɡˈando
palabranan	palabrˈanan
termino	termˈino
vigor	viɡˈor
Arubianonan	arubjanˈonan
La	lˈa
conhuntamente	konhuntamˈente
cuadra	kwˈadra
denuncia	denˈunsja
entidad	entidˈad
integridad	inteɡridˈad
marca	mˈarka
planea	planˈea
ATA	ˈata
candidato	kandidˈato
comerciante	komersjˈante
diferencia	diferˈensja
kizas	kizˈas
respeta	respˈeta
valido	valˈido
abusa	abˈusa
bisando	bisˈando
boca	bˈoka
dentro	dˈentro
elimina	elimˈina
scoge	skˈoxe
vuelonan	vwelˈonan
caha	kˈaha
coriendo	korjˈendo
cultura	kultˈura
escolar	eskolˈar
huur	hˈyr
klas	klˈas
prohibi	prohˈibi
referi	refˈeri
Kiwanis	kiwanˈis
peso	pˈeso
poblacion	poblasjˈoŋ
procedura	prosedˈura
temponan	tempˈonan
Andin	andˈiŋ
amigo	amˈiɡo
beach	beˈat͡ʃ
