ការវះកាត់	kaaveahkat
ការសិក្សា	kaasǝksaa
ការិយាល័យ	kaareʔyaalay
ការី	kaarii
ការេ	kaaree
ការ៉ុត	kaarot
ការ៉ូ	karou
កាល	kaal
កាលបរិច្ឆេទ	kaalpaʔrəccʰaet,kaalbɑɑrəccʰaet
កាលពី	kaalpii
កាលពីក្មេង	kaalpiikmeeŋ
កាលពីមុន	kaalpiimun
កាលសម័យ	kaalsaʔmay
កាវ	kaav
កាស	kaah
កាសែត	kaasaet
កាស្យូ	kaasyou
កាហ្វេ	kaafee
កាំ	kam
កាំកង់	kamkɑŋ
កាំជណ្ដើរ	kamcʊəndaə
កាំបិត	kambət
កាំភ្លើង	kampləəŋ
កិច្ចការ	kəckaa
កិន	kən
កីឡា	kəylaa
កុងតឺន័រ	koŋtəɨnoa
កុមារី	koʔmaarəy
កុម្ម៉ង់	kommɑŋ
កុយ	koy
កុសល	koʔsɑl
កុហក	koʔhɑk
កុំ	kom
កុំព្យូទ័រ	kompyuutoa
កុំអាល	komʔaal
កុំឲ្យ	komʔaoy
កុំឲ្យតែ	komʔaoytae
កូកា	koukaa
កូកាកូឡា	koukaakoulaa
កូដ	kout
កូន	koun
កូនកន្សែង	kounkɑnsaeŋ
កូនក្មេង	kounkmeeŋ
កូនដៃ	kounday
កូនប្រុស	kounproh
កូនមាន់	kounmoan
កូនសិស្ស	kounsəh
កូនសិស្សលោក	kounsəhlook
កូនស្រី	kounsrǝy
កូពី	koupii
កូរ	kou
កូរពោះ	koupʊəh
កួច	kuəc
កើត	kaət
កើតឡើង	kaətlaəŋ
កើន	kaən
កើប	kaəp
កើយ	kaəy
កឿង	kɨəŋ
កៀក	kiək
កៀនស្វាយ	kiənsvaay
កៀប	kiəp
កេស	keeh
កេះ	keh
កែ	kae
កែង	kaeŋ
កែងដៃ	kaeŋday
កែប	kaep
កែវ	kaev
កោង	kaoŋ
កោរ	kao
កោស	kaoh
កៅឆាយ	kavcʰaay
កៅស៊ូ	kavsuu
កៅអី	kavʔəy
កំដរ	kɑmdɑɑ
កំណក	kɑmnɑɑk
កំណត់	kɑmnɑt
កំប៉ិត	kɑmpət
កំប៉ុង	kɑmpoŋ
កំប្លេ	kɑmplee
កំប្លែង	kɑmplaeŋ
កំពង់ធំ	kɑmpʊəŋtʰom
កំពង់ផែ	kɑmpʊəŋpʰae
កំពត	kɑmpɔɔt
កំពប់	kɑmpup
កំពុង	kɑmpuŋ
កំពុងតែ	kɑmpuŋtae
កំពូលភ្នំ	kɑmpuulpnum
កំសៀវ	kɑmsiəv
កំហុស	kɑmhoh
កំឡុង	kɑmloŋ
ក៏	kɑɑ
ក៏ដោយ	kɑɑdaoy
ក្ដាប់	kdap
ក្ដារ	kdaa
ក្ដោង	kdaoŋ
ក្ដោប	kdaop
ក្ដៅ	kdav
ក្ដៅខ្លួន	kdavkluən
ក្តី	kdəy
ក្នុង	knoŋ
ក្បង់	kbɑŋ
ក្បាច់	kbac
ក្បាល	kbaal
ក្បាលជង្គង់	kbaalcʊəŋkʊəŋ
ក្បាលរ៉ូប៊ីនេ	kbaalroubiinee
ក្បាលរ៉ូប៊ីនេទឹក	kbaalroubiineetɨk
ក្បូរក្បាច់	kboukbac
ក្បួន	kbuən
ក្បៀស	kbiəh
ក្បែរ	kbae
ក្មួយ	kmuəy
ក្មេង	kmeeŋ
ក្មេងប្រុស	kmeeŋproh
ក្មេងស្រី	kmeeŋsrǝy
ក្រ	krɑɑ
ក្រចក	krɑcɑɑk
ក្រចកដៃ	krɑcɑɑkday
ក្រញូវ	krɑɲəv
ក្រដាស	krɑdaah
ក្រដាសកេស	krɑdaahkeeh
ក្រដាសប្រាក់	krɑdaahprak
ក្រដាសឡាំង	krɑdaahlaŋ
ក្រណាត់	krɑnat
ក្រប	krɑɑp
ក្របី	krɑbəy
ក្រពះ	krɑpeah
ក្រមៅ	krɑmav
ក្រយៅដៃ	krɑyavday
ក្រសួង	krɑsuəŋ
ក្រហម	krɑhɑɑm
ក្រឡុក	krɑlok
ក្រឡេក	krɑleek
ក្រឡេចក្រឡុច	krɑləckrɑloc
ក្រអូប	krɑʔoup
ក្រាប	kraap
ក្រាល	kraal
ក្រាស	kraah
ក្រាស់	krah
ក្រិត	krət
ក្រឹម	krəm
ក្រុម	krom
ក្រុមគ្រួសារ	kromkruəsaa
ក្រុមហ៊ុន	kromhun
ក្រូច	krouc
ក្រូចឃ្វិច	krouckvɨc
ក្រូចឆ្មារ	krouccmaa
ក្រូចថ្លុង	krouctloŋ
ក្រូចពោធិ៍សាត់	kroucpoosat
ក្រូចសើច	kroucsaǝc
ក្រៀម	kriəm
ក្រៀមក្រំ	kriəmkrɑm
ក្រែង	kraeŋ
ក្រែងលោ	kraeŋloo
ក្រោក	kraok
ក្រោម	kraom
ក្រោយ	kraoy
ក្រោយពេល	kraoypeel
ក្រោយមក	kraoymɔɔk
ក្រៅ	krav
ក្រៅពី	kravpii
ក្លាយ	klaay
ក្លាសេ	klaasee
ក្លិន	klən
ក្លឹប	kləp
ក្លៀក	kliək
ក្លែងក្លាយ	klaeŋklaay
ក្លែប	klaep
ក្អម	kʔɑɑm
ក្អួត	kʔuət
ក្អឿក	kʔɨək
ក្អែក	kʔaek
ក្អែល	kʔael
ខ	kʰɑɑ
ខក	kʰɑɑk
ខកចិត្ត	kʰɑɑkcət
ខគោ	kʰɑɑkoo
ខណ្ឌ	kʰan
ខល	kʰɑɑl
ខាង	kʰaaŋ
ខាងកើត	kʰaaŋkaət
ខាងក្នុង	kʰaaŋknoŋ
ខាងក្រោម	kʰaaŋkraom
ខាងក្រោយ	kʰaaŋkraoy
ខាងក្រៅ	kʰaaŋkrav
ខាងចុង	kʰaaŋcoŋ
ខាងជើង	kʰaaŋcəəŋ
ខាងដើម	kʰaaŋdaəm
ខាងណា	kʰaaŋnaa
ខាងមុខ	kʰaaŋmuk
ខាងលិច	kʰaaŋlɨc
ខាងលើ	kʰaaŋlǝǝ
ខាត	kʰaat
ខាន	kʰaan
ខាប់	kʰap
ខារ៉ាអូខេ	kʰaaraaʔoukʰee
ខាំ	kʰam
ខិតខំ	kʰətkʰɑm
ខឹង	kʰəŋ
ខុស	kʰoh
ខុសគ្នា	kʰohknie
ខុសច្បាប់	kʰohcbap
ខុសឆ្គង	kʰohckɔɔŋ
ខុសត្រូវ	kʰohtrəv
ខុសទំនង	kʰohtumnɔɔŋ
ខុសវិន័យ	kʰohviʔney
ខុសៗគ្នា	kʰohkʰohknie
ខូច	kʰouc
ខូចខាត	kʰouckʰaat
ខូចខ្លួន	kʰouckluən
ខួបកំណើត	kʰuəpkɑmnaət
ខួរក្បាល	kʰuəkbaal
ខើច	kʰaəc
ខៀវ	kʰiəv
ខេត្ត	kʰaet
ខែ	kʰae
ខោ	kʰao
ខោក្នុង	kʰaoknoŋ
ខោទ្រនាប់	kʰaotrɔnoap
ខោវប៊យ	kʰaubɔɔy
ខោអាវ	kʰaoʔaav
ខំ	kʰɑm
ខំប្រឹង	kʰɑmprəŋ
ខះក	kʰahkɑɑ
ខ្ចប់	kcɑp
ខ្ចាយ	kcaay
ខ្ចី	kcəy
ខ្ជាក់	kceak
ខ្ជាប់	kcoap
ខ្ជិល	kcɨl
ខ្ញុំ	kɲom
ខ្ទង់	ktʊəŋ
ខ្ទប់	ktup
ខ្ទាត	ktiet
ខ្ទឹម	ktɨm
ខ្ទឹមបារាំង	ktɨmbaaraŋ
ខ្ទេច	ktɨc
ខ្ទះ	kteah
ខ្នង	knɑɑŋ
ខ្នុរ	knao,knol
ខ្នើយ	knaəy
ខ្នើយកើយ	knaəykaəy
ខ្ពង់ខ្ពស់	kpʊəŋkpʊəh
ខ្ពស់	kpʊəh
ខ្ពុរ	kpuu,kpul
ខ្មាសគេ	kmaahkee
ខ្មែរ	kmae
ខ្មោច	kmaoc
ខ្មៅ	kmav
ខ្យង	kyɑɑŋ,kcɑɑŋ
ខ្យល់	kcɑl,kyɑl,ksɑl
ខ្យល់គរ	kcɑlkɔɔ
ខ្លាច	klaac
ខ្លាញ់	klaɲ
ខ្លាំង	klaŋ
ខ្លី	kləy
ខ្លួន	kluən
ខ្លួនប្រាណ	kluənpraan
ខ្លួនឯង	kluənʔaeŋ
ខ្លែង	klaeŋ
ខ្លោង	klaoŋ
ខ្លោច	klaoc
ខ្លះ	klah
ខ្វល់	kvɑl
ខ្វិត	kvət
ខ្វេះ	kveh
ខ្វះ	kvah
ខ្សាច់	ksac
ខ្សែ	ksae
ខ្សែក្រវាត់	ksaekrɑvat
ខ្សែពួរ	ksaepuə
ខ្សោយ	ksaoy
គ	kɔɔ
គគ្រិច	kɔkrɨc
គង់តែ	kʊəŋtae
គណនា	keaʔnaʔnie
គណនី	keaʔnaʔnəy,keaʔnaʔnii
គណនេយ្យ	keaʔnaʔnəy,kʊənnaʔney
គណិត	keaʔnet
គត់	kʊət
គប់	kup
គប្បី	koapbəy
គម្រប	kumrɔɔp
គម្រោង	kumrooŋ
គម្លាត	kumliet
គរ	kɔɔ
គល់	kʊəl
គាត់	koat
គាស់	koah
គាំង	keaŋ
គិត	kɨt
គិតលុយ	kɨtluy
គិលានុប្បដ្ឋាយិកា	kiʔlienuʔpattʰaayiʔkaa
គីមី	kiimii
គីរីរម្យ	kiiriirom
គីឡូ	kiilou
គឺ	kɨɨ
គុក	kuk
គុណ	kun
គុណភាព	kunaʔpʰiep
គុម្ព	kum
គុយទាវ	kuytiev
គូ	kuu
គូទ	kuut
គូស	kuuh
គូសន្ទនា	kuusɑnteaʔnie
គួរ	kuə
គួរតែ	kuətae
គួរសម	kuəsɑɑm
គួរឲ្យ	kuəʔaoy
គេ	kee
គេង	keeŋ
គេងលក់	keeŋlʊək
គេច	kɨc
គោ	koo
គោក	kook
គោរព	koorup
គោលដៅ	kooldav
គោលបំណង	koolbɑmnɑɑŋ
គំនិត	kumnɨt
គំនូរ	kumnuu
គ្នា	knie
គ្នាយើង	knieyəəŋ
គ្មាន	kmien
គ្រង	krɔɔŋ
គ្រប	krɔɔp
គ្រប់	krup
គ្រប់កន្លែង	krupkɑnlaeŋ
គ្រប់គ្រាន់	krupkroan
គ្រប់ទីកន្លែង	kruptiikɑnlaeŋ
គ្រប់សព្វ	krupsɑp
គ្រលង	krɔlɔɔŋ
គ្រលុក	krɔluk
គ្រាន់តែ	kroantae
គ្រាន់បើ	kroanbaə
គ្រាប់	kroap
គ្រាប់ចុច	kroapcoc
គ្រាមភាសា	kriempʰiesaa
គ្រាំ	kroam
គ្រាំគ្រា	kroamkrie
គ្រីនធី	kriintʰii
គ្រុនចាញ់	kruncaɲ
គ្រូ	kruu
គ្រូក	kruuk
គ្រូបង្រៀន	kruubɑŋriən
គ្រូពេទ្យ	kruupɛɛt
គ្រួសារ	kruəsaa
គ្រឿង	krɨəŋ
គ្រឿងគ្រៅ	krɨəŋkrɨv
គ្រឿងញៀន	krɨəŋɲiən
គ្រឿងទេស	krɨəŋteeh
គ្រឿងផ្សំ	krɨəŋpsɑm
គ្រឿងស្រវឹង	krɨəŋsrɑvǝŋ
គ្រែ	krɛɛ
គ្រោះថ្នាក់	krʊəktnak
គ្រោះថ្នាក់ចរាចរណ៍	krʊəktnakcɑraacɑɑ
គ្រោះអាក្រក់	krʊəkʔaakrɑk
គ្លីនិក	kliinək
ឃាត់	kʰoat
ឃើញ	kʰəəɲ
ឃ្យូត	kyuut
ឃ្លា	klie
ឃ្លាន	klien
ឃ្លីងឃ្លោង	kliiŋklooŋ
ឃ្លុប	klup
ឃ្លោង	klooŋ
ងងឹត	ŋɔŋɨt
ងងុយ	ŋɔŋuy
ងាក	ŋiek
ងាប់	ŋoap
ងាយ	ŋiey
ងាយស្រួល	ŋieysruǝl
ងុយគេង	ŋuykeeŋ
ងុយដេក	ŋuydeek
ងូត	ŋuut
ងូតទឹក	ŋuuttɨk
ងើប	ŋəəp
ងើយ	ŋəəy
ងើយមើល	ŋəəyməəl
ង៉ៃ	ŋay
ង៉ៃក្រោយ	ŋaykraoy
ង៉ៃសុក្រ	ŋaysok
ង៉ៃសៅរ៍	ŋaysav
ង៉ៃហ្នឹង	ŋaynɨŋ
ង៉ៃអាទិត្យ	ŋayʔaatɨt
ច	cɑɑ
ចង	cɑɑŋ
ចងខ្សែ	cɑɑŋksae
ចងចាំ	cɑɑŋcam
ចងបូរ	cɑɑŋbou
ចង់	cɑŋ
ចង្កា	cɑŋkaa
ចង្កាក់	cɑŋkak
ចង្កឹះ	cɑŋkəh
ចង្កូត	cɑŋkout
ចង្កូម	cɑŋkoum
ចង្កៀង	cɑŋkiəŋ
ចង្កេះ	cɑŋkeh
ចង្ក្រាន	cɑŋkraan
ចង្រៃ	cɑŋray
ចង្រៃយោ	cɑŋrayyoo
ចង្វាក់	cɑŋvak
ចង្ហាន់	cɑŋhan
ចង្អុល	cɑŋʔol
ចង្អុលដៃ	cɑŋʔolday
ចង្អើរ	cɑŋʔaə
ចង្អៀត	cɑŋʔiət
ចត	cɑɑt
ចតុមុខ	caʔtommuk
ចត់	cɑt
ចន្ទគតិ	cankeaʔteʔ
ចន្ទល់	cɑntʊəl
ចន្លោះ	cɑnlɑh
ចប់	cɑp
ចម្ងល់	cɑmŋɑl
ចម្ងាយ	cɑmŋaay
ចម្រៀង	cɑmriəŋ
ចម្លង	cɑmlɑɑŋ
ចម្លាក់	cɑmlak
ចម្លើយ	cɑmlaəy
ចម្លែក	cɑmlaek
ចម្អិន	cɑmʔən
ចរណៃ	cɑɑranay
ចរន្ត	caʔrɑn
ចរាចរណ៍	cɑraacɑɑ
ចរិយា	caʔreʔyaa
ចាកចេញ	caakcəɲ
ចាក់	cak
ចាក់ក្រឡេក	cakkrɑleek
ចាក់សោ	caksao
ចាក់សោរក	caksaorɔɔk
ចាខ្វៃ	caakvay
ចាញ់	caɲ
ចាត់ទុក	cattuk
ចាន	caan
ចានគោម	caankoom
ចានដែក	caandaek
ចាន់	can
ចាបចៀន	caapciən
ចាប់	cap
ចាប់កាន់	capkan
ចាប់ចិត្ត	capcət
ចាប់ជាតិ	capciet
ចាប់ផ្ដើម	cappdaəm
ចាប់ពី	cappii
ចាប់ហួយ	caphuəy
ចាប់អារម្មណ៍	capʔaarɑm
ចាយ	caay
ចាស	caah
ចាស់	cah
ចាហួយ	caahuəy
ចាំ	cam
ចាំង	caŋ
ចាំងថ្ងៃ	caŋtŋay
ចាំបាច់	cambac
ចា៎ស	caah
ចិញ្ចឹម	cəɲcəm
ចិញ្ចើម	cəɲcaəm
ចិញ្ចើមថ្នល់	cəɲcaəmtnɑl,cəɲcaəmknɑl
ចិញ្ចើមផ្លូវ	cəɲcaəmpləv
ចិត	cət
ចិត្ត	cət
ចិត្តល្អ	cətlʔɑɑ
ចិន	cən
ចីពរ	ciipɔɔ
ចីវរ	ciivɔɔ
ចឹង	cəŋ
ចុក	cok
ចុកពោះ	cokpʊəh
ចុង	coŋ
ចុងក្រោយ	coŋkraoy
ចុងភៅ	coŋpʰɨv
ចុងសប្តាហ៍	coŋsappdaa
ចុច	coc
ចុម	com
ចុះ	coh
ចុះឈ្មោះ	cohcmʊəh
ចុះបើ	cohbaə
ចុះឡើង	cohlaəŋ
ចូក	couk
ចូល	coul
ចូលគេង	coulkeeŋ
ចូលគ្នា	coulknie
ចូលចិត្ត	coulcət
ចូលឆ្នាំ	coulcnam
ចូលឆ្នាំខ្មែរ	coulcnamkmae
ចូលរួម	coulruəm
ចូលលុយគ្នា	coulluyknie
ចូលហ៊ុន	coulhun
ចៀន	ciən
ចៀស	ciəh
ចៀសផ្លូវ	ciəhpləv
ចៀសវាង	ciəhvieŋ
ចេក	ceek
ចេញ	cəɲ
ចេញចូល	cəɲcoul
ចេញឈាម	cəɲcʰiem
ចេញដំណើរ	cəɲdɑmnaə
ចេតិយ	caetdəy
ចេត្រ	caet
ចេះ	ceh
ចេះតែ	cehtae
ចែក	caek
ចែកចេញជា	caekcəɲcie
ចែកឋាន	caektʰaan
ចែករំលែក	caekrumlɛɛk
ចែង	caeŋ
ចែងចាំង	caeŋcaŋ
ចែវ	caev
ចែវទូក	caevtuuk
ចែស	caeh
ចៃដន្យ	caydɑn
ចោរ	cao
ចោរកម្ម	caokam
ចោរឆក់	caocʰɑk
ចោល	caol
ចោលឈូង	caolcʰuuŋ
ចោះ	cɑh
ចៅ	cav
ចៅស្រី	cavsrǝy
ចំ	cɑm
ចំកណ្ដាល	cɑmkɑndaal
ចំការ	cɑmkaa
ចំណងជើង	cɑmnɑɑŋcəəŋ
ចំណងដៃ	cɑmnɑɑŋday
ចំណង់	cɑmnɑŋ
ចំណង់ចំណូលចិត្ត	cɑmnɑŋcɑmnoulcət
ចំណត	cɑmnɑɑt
ចំណាញ់	cɑmnaɲ
ចំណាន	cɑmnaan
ចំណាយ	cɑmnaay
ចំណាស់	cɑmnah
ចំណិត	cɑmnət
ចំណី	cɑmnəy
ចំណីចំណុក	cɑmnəycɑmnok
ចំណីអាហារ	cɑmnəyʔaahaa
ចំណេញ	cɑmnəɲ
ចំណែក	cɑmnaek
ចំណែកឯ	cɑmnaekʔae
ចំណោទ	cɑmnaot
ចំនួន	cɑmnuən
ចំបើង	cɑmbaəŋ
ចំពីមុខ	cɑmpiimuk
ចំពុះ	cɑmpuh
ចំពោះ	cɑmpʊəh
ចំរើន	cɑmraən
ចំហ	cɑmhɑɑ
ចំហាយទឹក	cɑmbaaytɨk,cɑmhaaytɨk
ចំហៀង	cɑmhiəŋ
ចំអន់	cɑmʔɑn
ច្បាប់	cbap
ច្បាម	cbaam
ច្បាស់	cbah
ច្បាស់លាស់	cbahloah
ច្រក	crɑɑk
ច្រកគាវ	crɑɑkkiev
ច្រត់	crɑt
ច្រត់ចង្កេះ	crɑtcɑŋkeh
ច្របល់	crɑbɑl
ច្របាច់	crɑbac
ច្របូកច្របល់	crɑboukcrɑbal
ច្រមុះ	crɑmoh
ច្រវា	crɑvaa
ច្រវាក់	crɑvak
ច្រឡូកច្រឡំ	crɑloukcrɑlɑm
ច្រឡំ	crɑlɑm
ច្រាស	craah
ច្រាសដុសធ្មេញ	craahdohtmɨɲ
ច្រាំង	craŋ
ច្រូត	crout
ច្រូតស្រូវ	croutsrǝv
ច្រើន	craən
ច្រើនតែ	craəntae
ច្រៀង	crieŋ
ឆត្រ	cʰat
ឆា	cʰaa
ឆាត	cʰaat
ឆាន់	cʰan
ឆាប	cʰaap
ឆាប់	cʰap
ឆាប់រហ័ស	cʰaprɔhah
ឆុង	cʰoŋ
ឆូត	cʰout
ឆួល	cʰuəl
ឆើត	cʰaət
ឆេះ	cʰeh
ឆែក	cʰaek
ឆែកមើល	cʰaekməəl
ឆៅ	cʰav
ឆ្កឹះ	ckəh
ឆ្កួត	ckuət
ឆ្កែ	ckae
ឆ្ងល់	cŋɑl
ឆ្ងាញ់	cŋaɲ
ឆ្ងាយ	cŋaay
ឆ្នាំ	cnam
ឆ្នាំង	cnaŋ
ឆ្នាំងខ្ទះ	cnaŋkteah
ឆ្នាំងសាក	cnaŋsaak
ឆ្នូត	cnoot
ឆ្នើម	cnaəm
ឆ្ពោះ	cpʊəh
ឆ្មា	cmaa
ឆ្មូល	cmoul
ឆ្លង	clɑɑŋ
ឆ្លងកាត់	clɑɑŋkat
ឆ្លាក់	clak
ឆ្លាត	claat
ឆ្លាស់	clah
ឆ្លុះ	cloh
ឆ្លើយ	claəy
ឆ្លៀត	cliət
ឆ្វេង	cveeŋ
ឆ្អិន	cʔən
ឆ្អឹង	cʔəŋ
ឆ្អែត	cʔaet
ជក់	cʊək
ជក់ចិត្ត	cʊəkcət
ជង្គង់	cʊəŋkʊəŋ
ជជែក	cɔcɛɛk
ជញ្ជាំង	cʊəɲceaŋ
ជញ្ជីង	cʊəɲcɨŋ
ជញ្ជូន	cʊəɲcuun
ជណ្ដើរ	cʊəndaə
ជណ្ដើរយន្ត	cʊəndaəyʊən
ជន	cʊən
ជនជាតិ	cɔɔnciet
ជនបទ	cɔɔnbɑt,cʊəneaʔbɑt
ជនបរទេស	cɔɔnbɑɑrəteeh
ជនរងគ្រោះ	cɔɔnrɔɔŋkrʊək
ជន់	cʊən
ជប៉ុន	ceaʔpon
ជប់លៀង	cupliǝŋ
ជម្រាបលា	cumrieplie
ជម្រាបសួរ	cumriepsuǝ
ជម្រើស	cumrəəh
ជម្រះ	cumreah
ជា	cie
ជាការស្រេច	ciekaasrac
ជាក់ជា	ceakcie
ជាក់ស្ដែង	ceaksdaeŋ
ជាង	cieŋ
ជាងគេ	cieŋkee
ជាច្រើន	ciecraən
ជាជាង	ciecieŋ
ជាដាច់ខាត	ciedackʰaat
ជាដើម	ciedaəm
ជាតា	cietaa
ជាតិ	ciet
ជាទីបំផុត	cietiibɑmpʰot
ជាទូទៅ	cietuutəv
ជាធម្មតា	cietʰoammeaʔtaa
ជានិច្ច	cienɨc
ជាន់	coan
ជាប់	coap
ជាប់គ្នា	coapknie
ជាប់នឹង	coapnɨŋ
ជាប់លេខ	coapleek
ជាប្រចាំ	cieprɑcam
ជាពិសេស	ciepiʔseeh
ជាមិនខាន	ciemɨnkʰaan
ជាមុន	ciemun
ជាមុនសិន	ciemunsən
ជាមួយ	ciemuəy
ជាមួយគ្នា	ciemuəyknie
ជាមួយនឹង	ciemuəynɨŋ
ជាយក្រុង	cieykroŋ
ជាយថាហេតុ	cieyeaʔtʰaahaet
ជាសះស្បើយ	ciesahsbaǝy
ជាស្រេច	ciesrac
ជិត	cɨt
ជិតខាង	cɨtkʰaaŋ
ជិតដល់	cɨtdɑl
ជិតស្និទ្ធ	cɨtsnǝt
ជិះ	cih
ជីដូន	ciidoun
ជីដូនជីតា	ciidounciitaa
ជីតា	ciitaa
ជីរ	cii
ជីវិត	ciivɨt
ជីវី	ciivii
ជីវៈជាតិ	ciiveaʔciet
ជុំគ្នា	cumknie
ជុំវិញ	cumvɨɲ
ជូត	cuut
ជូន	cuun
ជូនពរ	cuunpɔɔ
ជូរ	cuu
ជូរអែម	cuuʔaem
ជួន	cuən
ជួនជា	cuəncie
ជួប	cuəp
ជួបគ្នា	cuəpknie
ជួបជុំ	cuəpcum
ជួយ	cuəy
ជួយសង្គ្រោះ	cuəysɑŋkrʊəh
ជួរ	cuə
ជួល	cuəl
ជួសជុល	cuəhcul
ជើង	cəəŋ
ជើងពាន	cəəŋpien
ជើងម៉ា	cəəŋmaa
ជឿ	cɨə
ជែល	cɛɛl
ជោក	cook
ជោគជ័យ	cookcey
ជោរ	coo
ជំងឺ	cumŋɨɨ
ជំងឺគ្រុនចាញ់	cumŋɨɨkruncaɲ
ជំងឺគ្រុនឈាម	cumŋɨɨkruncʰiem
ជំនាញ	cumnieɲ
ជំនាន់	cumnoan
ជំនួយ	cumnuəy
ជំនួយការ	cumnuəykaa
ជំនួស	cumnuəh
ជំនឿ	cumnɨə
ជំរុំចិត្ត	cumrumcət
ជំហាន	cumhien
ជះ	ceah
ជ័រ	coa
ជ័រកៅស៊ូ	coakavsuu
ជ័រព្នៅ	coapnɨv
ជ្រក	crɔɔk
ជ្រកម្លប់	crɔɔkmlup
ជ្រញ់	crʊəɲ
ជ្រលក់	crɔlʊək
ជ្រាប	criep
ជ្រាបចូល	criepcoul
ជ្រាលជ្រៅ	crielcrɨv
ជ្រុង	cruŋ
ជ្រុល	crul
ជ្រុះ	cruh
ជ្រូក	cruuk
ជ្រួសគ្នា	cruəhknie
ជ្រើសរើស	crəəhrəəh
ជ្រែ	crɛɛ
ជ្រែងហោប៉ៅ	crɛɛŋhaopav
ជ្រៅ	crɨv
ជ្រះ	creah
ឈប់	cʰup
ឈរ	cʰɔɔ
ឈាងចូលលេង	cʰieŋcoulleeŋ
ឈាន	cʰien
ឈាម	cʰiem
ឈឺ	cʰɨɨ
ឈឺក្បាល	cʰɨɨkbaal
ឈឺចាប់	cʰɨɨcap
ឈឺពោះ	cʰɨɨpʊəh
ឈុត	cʰut
ឈូង	cʰuuŋ
ឈូស	cʰuuh
ឈើ	cʰəə
ឈើគូស	cʰəəkuuh
ឈើច្រត់	cʰəəcrɑt
ឈ្ងុយ	cŋuy
ឈ្ងៀម	cŋiəm
ឈ្នួល	cnuəl
ឈ្នះ	cneah
ឈ្មោល	cmool
ឈ្មោះ	cmʊəh
ឈ្មោះហៅក្រៅ	cmʊəhhavkrav
ញញឹម	ɲɔɲɨm
ញញួរ	ɲɔɲuə
ញាប់	ɲoap
ញាស់	ɲoah
ញី	ɲii
ញឹក	ɲɨk
ញឹកញាប់	ɲɨkɲoap
ញើស	ɲəəh
ញេញធ្មេញ	ɲɨɲtmɨɲ
ញ៉ាំ	ɲam
ញ៉ាំការ	ɲamkaa
ដក	dɑɑk
ដកប្រាក់	dɑɑkprak
ដក់	dɑk
ដង	dɑɑŋ
