sedang	sˈɛdaŋ
Menurut	mənˈurut
mungkin	mˈuŋkin
Ketua	kətˈua
depan	dˈɛpan
Sementara	səməntˈara
melihat	məlˈihat
berada	bərˈada
manusia	mˌanusˈia
adanya	adˈaɲa
sekolah	səkˈolah
Ia	ˈia
sebesar	səbˈɛsar
sejak	sˈɛd͡ʒak
termasuk	tərmˈasuk
masa	mˈasa
juta	d͡ʒˈuta
tingkat	tˈiŋkat
hidup	hˈidup
mudah	mˈudah
tim	tˈim
persen	pˈɛrsən
kalau	kˈala͡ʊ
bahan	bˈahan
bidang	bˈidaŋ
Setelah	sətˈɛlah
kondisi	kondˈisi
Dari	dˌari
lingkungan	liŋkˈuŋan
wilayah	wilˈajah
membantu	məmbˈantu
kecil	kˈɛt͡ʃil
jenis	d͡ʒˈɛnis
mobil	mˈobil
anggota	aŋɡˈota
hukum	hˈukum
pembangunan	pəmbaŋˈunan
Mereka	mərˈɛka
mengalami	məŋalˈami
Tidak	tˈidak
terkait	tˈɛrka͡ɪt
lama	lˈama
mengenai	məŋˈɛna͡ɪ
bentuk	bəntˈuk
Tahun	tˈahun
kesehatan	kəsəhˈatan
bahkan	bˈahkan
sebelumnya	səbəlˈumɲa
sekarang	səkˈaraŋ
pasar	pˈasar
belajar	bəlˈad͡ʒar
Tapi	tˈapi
kurang	kˈuraŋ
nama	nˈama
mau	mˈa͡ʊ
bekerja	bəkˈɛrd͡ʒa
nilai	nˈila͡ɪ
sebanyak	səbˈaɲak
Saat	sˈaat
aku	ˈaku
ekonomi	ˌɛkonˈomi
Dia	dˈia
tanggal	tˈaŋɡal
datang	dˈataŋ
utama	utˈama
kebutuhan	kəbutˈuhan
terdapat	tərdˈapat
Barat	bˈarat
tubuh	tˈubuh
menunjukkan	mənund͡ʒˈukkan
sebelum	səbˈɛlum
per	pər
makanan	makˈanan
sering	sˈɛriŋ
ujar	ˈud͡ʒar
keluarga	kəluˈarɡa
pula	pˈula
teknologi	tˌɛknolˈoɡi
katanya	katˈaɲa
jam	d͡ʒˈam
demikian	dˌɛmikˈian
yakni	jˈakni
awal	ˈawal
usaha	usˈaha
media	mədˈia
jelas	d͡ʒˈɛlas
sekali	səkˈali
Jadi	d͡ʒˈadi
umum	ˈumum
begitu	bəɡˈitu
mempunyai	məmpˈuɲa͡ɪ
Universitas	ˌunivərsˈitas
Yang	jaŋ
mengikuti	məŋikˈuti
Ada	ˈada
penyakit	pəɲˈakit
Sedangkan	sədˈaŋkan
berhasil	bərhˈasil
bagaimana	bˌaɡa͡ɪmˈana
Desa	dˈɛsa
Pemerintah	pəmərˈintah
menarik	mənˈarik
sumber	sˈumbər
tanah	tˈanah
mendapat	məndˈapat
mata	mˈata
cepat	t͡ʃˈɛpat
diberikan	dˌibərˈikan
uang	ˈuaŋ
bisnis	bˈisnis
berbeda	bərbˈɛda
dilaksanakan	dˌilaksanˈakan
kasus	kˈasus
Timur	tˈimur
biasa	biˈasa
dana	dˈana
akhir	ˈaxir
jauh	d͡ʒˈa͡ʊh
segera	səɡˈɛra
diharapkan	dˌiharˈapkan
punya	pˈuɲa
kamu	kˈamu
sosial	sosˈial
guru	ɡˈuru
negeri	nəɡˈɛri
kelompok	kəlˈompok
industri	indˈustri
khusus	xˈusus
kelas	kˈɛlas
kualitas	kˌualˈitas
sejumlah	səd͡ʒˈumlah
kesempatan	kəsəmpˈatan
desa	dˈɛsa
tahu	tˈahu
bawah	bˈawah
daya	dˈaja
kini	kˈini
Kalau	kˈala͡ʊ
bahasa	bahˈasa
Salah	sˈalah
wanita	wanˈita
nasional	nˌasiˈonal
terbaik	tˈɛrba͡ɪk
sedikit	sədˈikit
biaya	biˈaja
rasa	rˈasa
Oleh	ˈoləh
lokasi	lokˈasi
terlihat	tərlˈihat
merasa	mərˈasa
malam	mˈalam
terutama	tərutˈama
mana	mˈana
pelayanan	pəlajˈanan
mengetahui	məŋˌɛtahˈui
makan	mˈakan
berupa	bərˈupa
Presiden	prəsˈidən
berharap	bərhˈarap
kemampuan	kəmampˈuan
Bahkan	bˈahkan
Pendidikan	pəndidˈikan
lanjut	lˈand͡ʒut
akhirnya	axˈirɲa
buku	bˈuku
produksi	prodˈuksi
Bupati	bupˈati
berjalan	bərd͡ʒˈalan
tepat	tˈɛpat
kehidupan	kəhidˈupan
perubahan	pərubˈahan
menurut	mənˈurut
ruang	rˈuaŋ
Kecamatan	kət͡ʃamˈatan
pengembangan	pəŋəmbˈaŋan
tengah	tˈɛŋah
of	ˈof
Dinas	dˈinas
mencari	mənt͡ʃˈari
kawasan	kawˈasan
Bandung	bˈanduŋ
Selatan	səlˈatan
tujuan	tud͡ʒˈuan
upaya	upˈaja
buah	bˈuah
memberi	məmbˈɛri
perempuan	pərəmpˈuan
kulit	kˈulit
berdasarkan	bərdasˈarkan
memilih	məmˈilih
peningkatan	pəniŋkˈatan
Program	prˈoɡram
ilmu	ˈilmu
tentu	tˈɛntu
alat	ˈalat
pelaksanaan	pəlˌaksanˈaan
Provinsi	provˈinsi
empat	ˈɛmpat
menjelaskan	mənd͡ʒəlˈaskan
menerima	mənərˈima
berlangsung	bərlˈaŋsuŋ
bila	bˈila
pemain	pˈɛma͡ɪn
Daerah	daˈɛrah
terakhir	tərˈaxir
mendukung	məndˈukuŋ
Kita	kˈita
tugas	tˈuɡas
metode	mətˈodə
Negeri	nəɡˈɛri
sebagian	səbaɡˈian
posisi	posˈisi
biasanya	bˌiasˈaɲa
tanaman	tanˈaman
calon	t͡ʃˈalon
pekerjaan	pəkərd͡ʒˈaan
terdiri	tərdˈiri
pasti	pˈasti
Penelitian	pənˌɛlitˈian
ternyata	tərɲˈata
bantuan	bantˈuan
siap	sˈiap
membangun	məmbˈaŋun
Badan	bˈadan
hadir	hˈadir
pukul	pˈukul
ibu	ˈibu
barang	bˈaraŋ
ikut	ˈikut
Surabaya	sˌurabˈaja
meminta	məmˈinta
agama	aɡˈama
dasar	dˈasar
Nasional	nˌasiˈonal
aplikasi	ˌaplikˈasi
pusat	pˈusat
hati	hˈati
politik	polˈitik
menyampaikan	məɲampˈa͡ɪkan
kepala	kəpˈala
menyatakan	məɲatˈakan
budaya	budˈaja
Tak	tˈak
sakit	sˈakit
luas	lˈuas
terlalu	tərlˈalu
membawa	məmbˈawa
Sebagai	səbˌaɡa͡ɪ
bangsa	bˈaŋsa
menuju	mənˈud͡ʒu
warna	wˈarna
jangan	d͡ʒˈaŋan
kebijakan	kəbid͡ʒˈakan
khususnya	xusˈusɲa
menjaga	mənd͡ʒˈaɡa
tenaga	tənˈaɡa
sekaligus	səkalˈiɡus
dirinya	dirˈiɲa
Hasil	hˈasil
berarti	bərˈarti
berasal	bərˈasal
miliar	milˈiar
online	onlˈinə
Menteri	məntˈɛri
lima	lˈima
Bank	bˈank
layanan	lajˈanan
muda	mˈuda
lahan	lˈahan
hubungan	hubˈuŋan
dimana	dimˈana
ujarnya	ud͡ʒˈarɲa
tangan	tˈaŋan
I	ˈi
memenuhi	məmənˈuhi
naik	nˈa͡ɪk
darah	dˈarah
mengambil	məŋˈambil
disebut	disˈɛbut
mesin	mˈɛsin
Kegiatan	kəɡiˈatan
menyebabkan	məɲəbˈabkan
tertentu	tərtˈɛntu
lembaga	ləmbˈaɡa
sisi	sˈisi
Pusat	pˈusat
April	ˈapril
Rumah	rˈumah
selain	sˈɛla͡ɪn
Inggris	ˈiŋɡris
alam	ˈalam
apakah	apˈakah
mengaku	məŋˈaku
yg	jɡ
Amerika	ˌamərˈika
Agustus	aɡˈustus
Para	pˈara
panjang	pˈand͡ʒaŋ
Kementerian	kəmˌɛntərˈian
penggunaan	pəŋɡunˈaan
penuh	pˈɛnuh
menemukan	mənəmˈukan
tinggal	tˈiŋɡal
film	fˈilm
organisasi	ˌɔrɡanisˈasi
kantor	kˈantɔr
pengguna	pəŋɡˈuna
kuat	kˈuat
dulu	dˈulu
Bali	bˈali
nanti	nˈanti
unit	ˈunit
akibat	akˈibat
berat	bˈɛrat
Seperti	səpˈɛrti
tua	tˈua
berikut	bərˈikut
muncul	mˈunt͡ʃul
pengetahuan	pəŋˌɛtahˈuan
dekat	dˈɛkat
korban	kˈɔrban
model	mˈodəl
sesuatu	səsuˈatu
seseorang	səsəˈɔraŋ
Sehingga	səhˈiŋɡa
dibandingkan	dˌibandˈiŋkan
dikenal	dˈikənal
suara	suˈara
disampaikan	dˌisampˈa͡ɪkan
membuka	məmbˈuka
sebenarnya	səbənˈarɲa
beliau	bəlˈia͡ʊ
WIB	wˈib
pertumbuhan	pərtumbˈuhan
Tengah	tˈɛŋah
musim	mˈusim
perkembangan	pərkəmbˈaŋan
Negara	nəɡˈara
Kemudian	kəmudˈian
diketahui	dˌikətahˈui
dibuat	dibˈuat
asal	ˈasal
melaksanakan	məlˌaksanˈakan
ya	jˈa
usia	usˈia
membutuhkan	məmbutˈuhkan
menit	mˈɛnit
AS	ˈas
Wakil	wˈakil
Yogyakarta	jˌoɡjakˈarta
ikan	ˈikan
kendaraan	kəndarˈaan
menghasilkan	məŋhasˈilkan
II	dˈua
The	thˈɛ
segala	səɡˈala
Juni	d͡ʒˈuni
Tim	tˈim
pembelajaran	pəmbˌɛlad͡ʒˈaran
pilihan	pilˈihan
Acara	at͡ʃˈara
mengembangkan	məŋəmbˈaŋkan
Juli	d͡ʒˈuli
Rabu	rˈabu
kemarin	kəmˈarin
Senin	sˈɛnin
sektor	sˈɛktɔr
turun	tˈurun
jaringan	d͡ʒarˈiŋan
meningkat	mənˈiŋkat
ribu	rˈibu
kinerja	kinˈɛrd͡ʒa
benar	bənˈar
surat	sˈurat
studi	stˈudi
boleh	bˈoləh
rendah	rˈɛndah
menambahkan	mənambˈahkan
kasih	kˈasih
sehat	sˈɛhat
keuangan	kəuˈaŋan
Ketika	kətˈika
Mei	mˈɛi
sulit	sˈulit
obat	ˈobat
keluar	kəlˈuar
Selasa	səlˈasa
RI	rˈi
Beberapa	bəbərˈapa
Hari	hˈari
sedangkan	sədˈaŋkan
petani	pətˈani
Malang	mˈalaŋ
terbaru	tərbˈaru
bagus	bˈaɡus
jawab	d͡ʒˈawab
hampir	hˈampir
sempat	sˈɛmpat
faktor	fˈaktɔr
sini	sˈini
soal	sˈoal
laut	lˈa͡ʊt
berkembang	bərkˈɛmbaŋ
situs	sˈitus
wisata	wisˈata
fasilitas	fˌasilˈitas
Fakultas	fakˈultas
diperlukan	dˌipərlˈukan
anggaran	aŋɡˈaran
positif	posˈitif
pengalaman	pəŋalˈaman
lapangan	lapˈaŋan
sementara	səməntˈara
Meski	mˈɛski
minyak	mˈiɲak
Gubernur	ɡubˈɛrnur
internasional	ˌintərnˌasiˈonal
Bagi	bˈaɡi
materi	matˈɛri
potensi	potˈɛnsi
by	bj
rakyat	rˈakjat
si	si
publik	pˈublik
DPRD	dˌepˌeərdˈe
laporan	lapˈɔran
ketiga	kətˈiɡa
bermain	bˈɛrma͡ɪn
buat	bˈuat
dimulai	dimˈula͡ɪ
pelatihan	pəlatˈihan
tidur	tˈidur
Sebab	sˈɛbab
lewat	lˈɛwat
Jepang	d͡ʒˈɛpaŋ
Maka	mˈaka
Utara	utˈara
justru	d͡ʒˈustru
Maret	mˈarət
Jalan	d͡ʒˈalan
lokal	lˈokal
September	səptˈɛmbər
foto	fˈoto
fungsi	fˈuŋsi
Informasi	ˌinfɔrmˈasi
aktif	ˈaktif
murah	mˈurah
Dr	dˌeər
Kamis	kˈamis
pria	prˈia
motor	mˈotɔr
perangkat	pərˈaŋkat
Tetapi	tətˈapi
total	tˈotal
Direktur	dirˈɛktur
diikuti	dˌiikˈuti
komputer	kompˈutər
kamar	kˈamar
belakang	bəlˈakaŋ
resmi	rˈɛsmi
Padahal	padˈahal
internet	intˈɛrnət
Kerja	kˈɛrd͡ʒa
Desember	dəsˈɛmbər
perjalanan	pərd͡ʒalˈanan
dianggap	diˈaŋɡap
mendatang	məndˈataŋ
selesai	səlˈɛsa͡ɪ
rencana	rənt͡ʃˈana
peran	pˈɛran
menyediakan	məɲˌɛdiˈakan
Umum	ˈumum
misalnya	misˈalɲa
keras	kˈɛras
ditemukan	dˌitəmˈukan
Baru	bˈaru
pelaku	pəlˈaku
badan	bˈadan
Januari	d͡ʒˌanuˈari
saling	sˈaliŋ
and	ˈand
apabila	ˌapabˈila
mengurangi	məŋurˈaŋi
perhatian	pərhatˈian
karya	kˈarja
milik	mˈilik
pagi	pˈaɡi
lakukan	lakˈukan
mencoba	mənt͡ʃˈoba
aktivitas	ˌaktivˈitas
Banyak	bˈaɲak
diterima	dˌitərˈima
listrik	lˈistrik
sang	saŋ
satunya	satˈuɲa
Lebih	lˈɛbih
komunikasi	kˌomunikˈasi
bank	bˈank
proyek	prˈojək
rangka	rˈaŋka
pertanian	pərtanˈian
dukungan	dukˈuŋan
membeli	məmbˈɛli
wajib	wˈad͡ʒib
menghadapi	məŋhadˈapi
putih	pˈutih
Jumat	d͡ʒˈumat
kaki	kˈaki
hak	hˈak
Vary	vˈarj
analisis	ˌanalˈisis
November	novˈɛmbər
sukses	sˈuksəs
Jl	d͡ʒˌeəl
membaca	məmbˈat͡ʃa
Aku	ˈaku
semangat	səmˈaŋat
diperoleh	dˌipərˈoləh
Semua	səmˈua
memperoleh	məmpərˈoləh
umat	ˈumat
triliun	trilˈiun
kerjasama	kərd͡ʒasˈama
Itu	ˈitu
kaum	kˈa͡ʊm
mengandung	məŋˈanduŋ
langkah	lˈaŋkah
investasi	ˌinvəstˈasi
jasa	d͡ʒˈasa
aman	ˈaman
dijadikan	dˌid͡ʒadˈikan
minggu	mˈiŋɡu
Masyarakat	mˌaçarˈakat
Kesehatan	kəsəhˈatan
bersih	bˈɛrsih
pejabat	pəd͡ʒˈabat
energi	ənˈɛrɡi
pajak	pˈad͡ʒak
tahap	tˈahap
angka	ˈaŋka
konsep	kˈonsəp
bebas	bˈɛbas
Sistem	sˈistəm
konsumen	konsˈumən
penduduk	pəndˈuduk
target	tˈarɡət
manajemen	mˌanad͡ʒˈɛmən
Jangan	d͡ʒˈaŋan
Aceh	ˈat͡ʃəh
siapa	siˈapa
keputusan	kəputˈusan
bangunan	baŋˈunan
hotel	hˈotəl
Oktober	oktˈobər
pertemuan	pərtəmˈuan
gambar	ɡˈambar
bertujuan	bərtud͡ʒˈuan
pihaknya	pihˈakɲa
desain	dˈɛsa͡ɪn
dosen	dˈosən
Kantor	kˈantɔr
dibutuhkan	dˌibutˈuhkan
efektif	əfˈɛktif
pasangan	pasˈaŋan
pegawai	pəɡˈawa͡ɪ
selanjutnya	səland͡ʒˈutɲa
Ibu	ˈibu
berusaha	bərusˈaha
DPR	dˌepˌeər
alasan	alˈasan
keadaan	kəadˈaan
kemungkinan	kəmuŋkˈinan
merah	mˈɛrah
tersedia	tərsədˈia
teknik	tˈɛknik
modal	mˈodal
ataupun	atˈa͡ʊpun
Agama	aɡˈama
Adapun	adˈapun
menjalankan	mənd͡ʒalˈankan
Selama	səlˈama
serupa	sərˈupa
tumbuh	tˈumbuh
Asia	asˈia
bersifat	bərsˈifat
pribadi	pribˈadi
berlaku	bərlˈaku
periode	pəriˈodə
menambah	mənˈambah
musik	mˈusik
kalian	kalˈian
Secara	sət͡ʃˈara
dahulu	dahˈulu
Berdasarkan	bərdasˈarkan
bakal	bˈakal
sepanjang	səpˈand͡ʒaŋ
TNI	tnˈi
Hukum	hˈukum
diberi	dibˈɛri
sejarah	səd͡ʒˈarah
arah	ˈarah
guna	ɡˈuna
menentukan	mənəntˈukan
kalangan	kalˈaŋan
demi	dˈɛmi
operasi	ˌopərˈasi
menciptakan	mənt͡ʃiptˈakan
umumnya	umˈumɲa
Februari	fˌɛbruˈari
Nabi	nˈabi
Teknik	tˈɛknik
asing	ˈasiŋ
pangan	pˈaŋan
Apa	ˈapa
menjadikan	mənd͡ʒadˈikan
penjualan	pənd͡ʒuˈalan
teman	tˈɛman
dijual	did͡ʒˈual
hutan	hˈutan
kuliah	kulˈiah
bermanfaat	bərmanfˈaat
pengunjung	pəŋˈund͡ʒuŋ
kapal	kˈapal
kepentingan	kəpəntˈiŋan
karyawan	karjˈawan
suka	sˈuka
lengkap	lˈɛŋkap
ahli	ˈahli
mendorong	məndˈɔroŋ
batu	bˈatu
kredit	krˈɛdit
UU	ˈuu
pemerintahan	pəmˌɛrintˈahan
pasien	pˈasin
sana	sˈana
partai	pˈarta͡ɪ
saham	sˈaham
bergerak	bərɡˈɛrak
dokter	dˈoktər
Sabtu	sˈabtu
contoh	t͡ʃˈontoh
maksimal	maksˈimal
kenaikan	kənˈa͡ɪkan
Cara	t͡ʃˈara
bayi	bˈaji
nantinya	nantˈiɲa
meter	mˈɛtər
terbesar	tərbˈɛsar
uji	ˈud͡ʒi
Setiap	sətˈiap
manfaat	manfˈaat
nomor	nˈomɔr
Pertanian	pərtanˈian
nyaman	ɲˈaman
pesawat	pəsˈawat
Apalagi	ˌapalˈaɡi
sebagaimana	səbˌaɡa͡ɪmˈana
Data	dˈata
kanker	kˈankər
pengelolaan	pəŋˌɛlolˈaan
dilihat	dilˈihat
keamanan	kəamˈanan
pelanggan	pəlˈaŋɡan
Mahasiswa	mˌahasˈiswa
bunga	bˈuŋa
Pengadilan	pəŋadˈilan
seni	sˈɛni
on	ˈon
jalur	d͡ʒˈalur
Teknologi	tˌɛknolˈoɡi
SMA	smˈa
kekuatan	kəkuˈatan
Prof	prˈof
itulah	itˈulah
fisik	fˈisik
ukuran	ukˈuran
meraih	mˈɛra͡ɪh
Eropa	ərˈopa
sikap	sˈikap
Kedua	kədˈua
dimiliki	dˌimilˈiki
gratis	ɡrˈatis
Muhammad	muhˈammad
Sekolah	səkˈolah
pola	pˈola
Tinggi	tˈiŋɡi
pemimpin	pəmˈimpin
tentunya	təntˈuɲa
terima	tərˈima
Air	ˈa͡ɪr
disebabkan	dˌisəbˈabkan
berbasis	bərbˈasis
permasalahan	pərmˌasalˈahan
sarana	sarˈana
sebab	sˈɛbab
mengungkapkan	məŋuŋkˈapkan
terlebih	tərlˈɛbih
Komisi	komˈisi
juara	d͡ʒuˈara
tindakan	tindˈakan
Harga	hˈarɡa
Rasulullah	rˌasulˈulah
menawarkan	mənawˈarkan
memahami	məmahˈami
digelar	diɡˈɛlar
berita	bərˈita
Apakah	apˈakah
panas	pˈanas
meliputi	məlipˈuti
close	t͡ʃlˈosə
berubah	bərˈubah
Drs	dˌeərˈɛs
tambahan	tambˈahan
kan	kˈan
Connection	t͡ʃˌonnət͡ʃtˈion
peneliti	pənəlˈiti
standar	stˈandar
menulis	mənˈulis
website	wəbsˈitə
III	tˈiɡa
terbuka	tərbˈuka
aturan	atˈuran
Lalu	lˈalu
Kab	kˈab
antar	ˈantar
Akan	ˈakan
jiwa	d͡ʒˈiwa
Raya	rˈaja
mati	mˈati
Menurutnya	mənurˈutɲa
sederhana	sədərhˈana
Bila	bˈila
menunggu	mənˈuŋɡu
menikmati	mənikmˈati
petugas	pətˈuɡas
video	vidˈɛo
alami	alˈami
tampil	tˈampil
Bogor	bˈoɡɔr
menimbulkan	mənimbˈulkan
Hanya	hˈaɲa
kampus	kˈampus
Malaysia	mˌalajsˈia
Demikian	dˌɛmikˈian
akses	ˈaksəs
aspek	ˈaspək
titik	tˈitik
kunci	kˈunt͡ʃi
pertanyaan	pərtaɲˈaan
memanfaatkan	məmˌanfaˈatkan
Al	ˈal
BBM	bˌebˌeəm
tes	tˈɛs
bernama	bərnˈama
lomba	lˈomba
dihadiri	dˌihadˈiri
strategi	stratˈɛɡi
udara	udˈara
Hotel	hˈotəl
enam	ˈɛnam
daripada	dˌaripˌada
dibuka	dibˈuka
generasi	ɡˌɛnərˈasi
Bahasa	bahˈasa
diambil	diˈambil
pertandingan	pərtandˈiŋan
in	ˈin
Minggu	mˈiŋɡu
coba	t͡ʃˈoba
halaman	halˈaman
Bapak	bˈapak
Anak	ˈanak
kunjungan	kund͡ʒˈuŋan
wajah	wˈad͡ʒah
macam	mˈat͡ʃam
iklan	ˈiklan
Pulau	pˈula͡ʊ
dampak	dˈampak
Tuhan	tˈuhan
Pak	pˈak
pembuatan	pəmbuˈatan
Partai	pˈarta͡ɪ
Agung	ˈaɡuŋ
bumi	bˈumi
dibangun	dibˈaŋun
Berikut	bərˈikut
prestasi	prəstˈasi
Sumatera	sˌumatˈɛra
selaku	səlˈaku
Selanjutnya	səland͡ʒˈutɲa
diantaranya	dˌiantarˈaɲa
berkata	bərkˈata
penghargaan	pəŋharɡˈaan
Keuangan	kəuˈaŋan
membentuk	məmbəntuk
kategori	kˌatəɡˈɔri
lagu	lˈaɡu
terletak	tərlˈɛtak
Jokowi	d͡ʒokˈowi
rapat	rˈapat
aksi	ˈaksi
buruk	bˈuruk
menilai	mənˈila͡ɪ
KPK	kˌapˌekˈa
tampak	tˈampak
area	arˈɛa
Serikat	sərˈikat
memakai	məmˈaka͡ɪ
turut	tˈurut
ulang	ˈulaŋ
peluang	pəlˈuaŋ
mengatasi	məŋatˈasi
Kalimantan	kˌalimˈantan
dipakai	dipˈaka͡ɪ
menyelesaikan	məɲˌɛləsˈa͡ɪkan
gaya	ɡˈaja
hujan	hˈud͡ʒan
sambil	sˈambil
persoalan	pərsoˈalan
Ilmu	ˈilmu
tegas	tˈɛɡas
tiap	tˈiap
nya	ɲˈa
Besar	bˈɛsar
KPU	kpˈu
fitur	fˈitur
PNS	pˌeənˈɛs
Semoga	səmˈoɡa
Semarang	səmˈaraŋ
gedung	ɡˈɛduŋ
ditetapkan	dˌitətˈapkan
cinta	t͡ʃˈinta
Bidang	bˈidaŋ
Sebelumnya	səbəlˈumɲa
diselenggarakan	dˌisəlˌɛŋɡarˈakan
seharusnya	səharˈusɲa
pimpinan	pimpˈinan
global	ɡlˈobal
terasa	tərˈasa
inilah	inˈilah
pesan	pˈɛsan
makin	mˈakin
solusi	solˈusi
khas	xˈas
karakter	karˈaktər
provinsi	provˈinsi
penurunan	pənurˈunan
tokoh	tˈokoh
dikembangkan	dˌikəmbˈaŋkan
Nah	nˈah
setempat	sətˈɛmpat
tangga	tˈaŋɡa
menyebutkan	məɲəbˈutkan
dilanjutkan	dˌiland͡ʒˈutkan
mencegah	mənt͡ʃˈɛɡah
lihat	lˈihat
efek	ˈɛfək
percaya	pərt͡ʃˈaja
tradisional	trˌadisiˈonal
peraturan	pəratˈuran
dikatakan	dˌikatˈakan
pemilik	pəmˈilik
ketua	kətˈua
level	lˈɛvəl
polisi	polˈisi
Muslim	mˈuslim
korupsi	kɔrˈupsi
artikel	artˈikəl
kartu	kˈartu
bola	bˈola
fokus	fˈokus
mengeluarkan	məŋˌɛluˈarkan
diadakan	dˌiadˈakan
perbedaan	pərbədˈaan
harapan	harˈapan
olahraga	ˌolahrˈaɡa
istri	ˈistri
ungkap	ˈuŋkap
cerita	t͡ʃərˈita
isi	ˈisi
puasa	puˈasa
Orang	ˈɔraŋ
email	ˈɛma͡ɪl
supaya	supˈaja
cocok	t͡ʃˈot͡ʃok
mengadakan	məŋadˈakan
maju	mˈad͡ʒu
gelar	ɡˈɛlar
