berean	beɾˈeˌan
daitezke	da͡ɪtˈes̻kˌe
dagoen	daɣˈoˌen
ari	ˌaɾi
nagusia	naɣˈus̺iˌa
dituen	ditˈuˌen
erabili	eɾˈaβiʎˌi
gaur	ɡˈa͡ʊɾ
Bigarren	biɣˈarˌen
aldiz	alðˈis̻
joan	ɟoˈan
arren	arˈen
dio	diˈo
bai	bˈa͡ɪ
horren	ˈoren
Gaur	ɡˈa͡ʊɾ
ohi	ˈoi
aurrera	a͡ʊrˈeɾˌa
agertzen	aɣˈeɾt͡s̻ˌen
utzi	ˈut͡s̻i
talde	tˈalðe
haren	aɾˈen
horrek	orˈek
sortzen	s̺oɾt͡s̻ˈen
zeuden	s̻e͡ʊðˈen
familiak	famˈiʎiˌak
bada	bˈaða
hala	ˈala
inguruan	inɡˈuɾuˌan
urtean	uɾtˈeˌan
ahal	aˈal
Baina	bˈa͡ɪɲa
bigarren	biɣˈarˌen
bera	bˈeɾa
dena	dˈena
ezin	es̻ˈin
bihurtu	biˈuɾtˌu
Bi	bˈi
zioten	s̻iˈotˌen
zein	s̻ˈe͡ɪn
nahiz	naˈis̻
batzuetan	bat͡s̻ˈuetˌan
lau	lˈa͡ʊ
berri	bˈeri
jaso	ɟˈas̺o
Gainera	ɡa͡ɪɲˈeɾˌa
idatzi	iðˈat͡s̻ˌi
mota	mˈota
eragin	eɾˈaɣˌin
bitartean	bitˈaɾteˌan
izeneko	is̻ˈenekˌo
izateko	is̻ˈatekˌo
buruzko	buɾˈus̻kˌo
sartu	s̺ˈaɾtu
lehenengo	leˈenenɡˌo
egindako	eɣˈindakˌo
jarri	ɟˈari
Beste	bˈes̺te
beraz	beɾˈas̻
nola	nˈola
emakumeak	emˈakumeˌak
osatzen	os̺ˈat͡s̻ˌen
bakarra	bakˈarˌa
duena	duˈenˌa
haien	ˈa͡ɪen
aukera	a͡ʊkˈeɾˌa
ezagutzen	es̻ˈaɣut͡s̻ˌen
modu	mˈoðu
sistema	s̺is̺tˈemˌa
esker	es̺kˈeɾ
San	s̺an
ugari	uɣˈaɾˌi
bikoteak	bikˈoteˌak
aurkitu	a͡ʊɾkˈitˌu
batetik	batˈetˌik
Familiak	famˈiʎiˌak
dauden	da͡ʊðˈen
egoera	eɣˈoeɾˌa
bakarrekoak	bakˈarekoˌak
ordea	oɾðˈeˌa
gutxi	ɡˈut͡ʃi
zuela	s̻uˈelˌa
inguruko	inɡˈuɾukˌo
gizonak	ɡis̻ˈonˌak
moduan	moðˈuˌan
non	nˈon
hain	ˈa͡ɪn
gainean	ɡa͡ɪɲˈeˌan
duela	duˈelˌa
izatea	is̻ˈateˌa
batekin	batˈekˌin
aurretik	a͡ʊrˈetˌik
Hezkuntzako	es̻kˈunt͡s̻akˌo
irabazi	iɾˈaβas̻ˌi
Ez	ˈes̻
hartan	aɾtˈan
argitaratu	aɾɣˈitaɾatˌu
garai	ɡˈaɾa͡ɪ
askotan	as̺kˈotˌan
eraiki	eɾˈa͡ɪkˌi
aurka	ˈa͡ʊɾka
direla	diɾˈelˌa
lana	lˈana
Azken	as̻kˈen
gai	ɡˈa͡ɪ
esaten	es̺ˈatˌen
zati	s̻ˈati
gertatzen	ɡeɾtˈat͡s̻ˌen
kilometro	kilˈometɾˌo
iritsi	iɾˈit͡s̺ˌi
ia	ˈia
maximoa	maʃˈimoˌa
Estatu	es̺tˈatˌu
berak	beɾˈak
zaio	s̻ˈa͡ɪo
oraindik	oɾˈa͡ɪndˌik
denbora	denbˈoɾˌa
hitz	ˈit͡s̻
Bertan	beɾtˈan
beti	bˈeti
erabaki	eɾˈaβakˌi
adierazten	aðˈieɾas̻tˌen
euren	e͡ʊɾˈen
zitzaion	s̻it͡s̻ˈa͡ɪˌon
distantziara	dis̺tˈant͡s̻iaɾˌa
hizkuntza	is̻kˈunt͡s̻ˌa
adibidez	aðˈiβiðˌes̻
beren	beɾˈen
Izan	is̻ˈan
mendean	mendˈeˌan
Lehen	leˈen
urteetan	uɾtˈeetˌan
handiak	andˈiˌak
handi	ˈandi
gainera	ɡa͡ɪɲˈeɾˌa
uste	ˈus̺te
herri	ˈeri
zuzen	s̻us̻ˈen
berriak	berˈiˌak
Espainiako	es̺pˈa͡ɪɲiakˌo
zenean	s̻enˈeˌan
ikusi	ikˈus̺ˌi
handiagoa	andˈiaɣoˌa
Hau	ˈa͡ʊ
maila	mˈa͡ɪʎa
aurrean	a͡ʊrˈeˌan
buruz	buɾˈus̻
jarraitu	ɟarˈa͡ɪtˌu
inguru	inɡˈuɾˌu
zirela	s̻iɾˈelˌa
Urte	ˈuɾte
udalerrian	uðˈaleriˌan
The	tˈe
behin	bˈe͡ɪn
Hori	ˈoɾi
atera	atˈeɾˌa
itzuli	it͡s̻ˈulˌi
hauen	ˈa͡ʊen
soilik	s̺o͡ɪʎˈik
aldatu	alðˈatˌu
barruan	barˈuˌan
jakin	ɟakˈin
bizitza	bis̻ˈit͡s̻ˌa
zena	s̻ˈena
osoan	os̺ˈoˌan
agertu	aɣˈeɾtˌu
besteak	bes̺tˈeˌak
musika	mus̺ˈikˌa
denean	denˈeˌan
Ondoren	ondˈoɾˌen
dugu	dˈuɣu
dauka	dˈa͡ʊka
egitea	eɣˈiteˌa
lanak	lanˈak
gehienak	ɡe͡ɪˈenˌak
egitura	eɣˈituɾˌa
izendatu	is̻ˈendatˌu
izen	is̻ˈen
euskal	e͡ʊs̺kˈal
ezaguna	es̻ˈaɣunˌa
aurkako	a͡ʊɾkˈakˌo
Horrela	orˈelˌa
horrela	orˈelˌa
milioi	miʎˈiˌo͡ɪ
batzuek	bat͡s̻ˈuˌek
ikastetxe	ikˈas̺tet͡ʃˌe
era	ˌeɾa
Bestalde	bes̺tˈalðˌe
hasieran	as̺ˈieɾˌan
ikusten	ikˈus̺tˌen
ezaugarri	es̻ˈa͡ʊɣarˌi
zuena	s̻uˈenˌa
ezarri	es̻ˈarˌi
aurreko	a͡ʊrˈekˌo
handiena	andˈienˌa
bati	bˈati
guztiz	ɡus̻tˈis̻
beharko	beˈaɾkˌo
bost	bˈos̺t
nagusiak	naɣˈus̺iˌak
geratu	ɡeɾˈatˌu
balio	balˈiˌo
batzuen	bat͡s̻ˈuˌen
nagusi	naɣˈus̺ˌi
egungo	eɣˈunɡˌo
egingo	eɣˈinɡˌo
orduan	oɾðˈuˌan
ikus	ikˈus̺
erakusten	eɾˈakus̺tˌen
burua	buɾˈuˌa
La	lˈa
edota	eðˈotˌa
kide	kˈiðe
gertatu	ɡeɾtˈatˌu
aritu	aɾˈitˌu
txiki	t͡ʃˈiki
Garai	ɡˈaɾa͡ɪ
eraman	eɾˈamˌan
eremu	eɾˈemˌu
Beraz	beɾˈas̻
izanik	is̻ˈanˌik
berriro	berˈiɾˌo
galdu	ɡˈalðu
ostean	os̺tˈeˌan
edozein	eðˈos̻ˌe͡ɪn
mundu	mˈundu
berria	berˈiˌa
taldea	talðˈeˌa
bitartez	bitˈaɾtˌes̻
urteko	uɾtˈekˌo
bereziki	beɾˈes̻ikˌi
eragiten	eɾˈaɣitˌen
jasotzen	ɟas̺ˈot͡s̻ˌen
geroago	ɡeɾˈoaɣˌo
hiri	ˈiɾi
Hasiera	as̺ˈieɾˌa
jo	ɟˈo
baizik	ba͡ɪs̻ˈik
lortzen	loɾt͡s̻ˈen
familia	famˈiʎiˌa
osoa	os̺ˈoˌa
metro	mˈetɾo
lortzeko	loɾt͡s̻ˈekˌo
jaio	ɟˈa͡ɪo
har	ˈaɾ
aldaketa	alðˈaketˌa
bakoitzak	bakˈo͡ɪt͡s̻ˌak
emakume	emˈakumˌe
Eta	ˈeta
Europako	e͡ʊɾˈopakˌo
dagokionez	daɣˈokionˌes̻
handiko	andˈikˌo
deitzen	de͡ɪt͡s̻ˈen
barne	bˈaɾne
kasu	kˈas̺u
lanean	lanˈeˌan
zien	s̻iˈen
onartu	onˈaɾtˌu
kontuan	kontˈuˌan
energia	enˈeɾɣiˌa
jartzen	ɟaɾt͡s̻ˈen
munduko	mundˈukˌo
garrantzitsua	ɡarˈant͡s̻it͡s̺uˌa
aldi	ˈalði
ondo	ˈondo
bertako	beɾtˈakˌo
aurre	ˈa͡ʊre
herrialde	erˈialðˌe
hurrengo	urˈenɡˌo
forma	fˈoɾma
jotzen	ɟot͡s̻ˈen
Herriko	erˈikˌo
argi	ˈaɾɣi
barnean	baɾnˈeˌan
taldeak	talðˈeˌak
ekarri	ekˈarˌi
Hurrengo	urˈenɡˌo
bateko	batˈekˌo
hura	ˈuɾa
erabat	eɾˈaβˌat
aita	ˈa͡ɪta
sartzen	s̺aɾt͡s̻ˈen
aldeko	alðˈekˌo
garaian	ɡaɾˈa͡ɪˌan
jarraitzen	ɟarˈa͡ɪt͡s̻ˌen
gehien	ɡe͡ɪˈen
amaitu	amˈa͡ɪtˌu
mendearen	mendˈeaɾˌen
hezkuntza	es̻kˈunt͡s̻ˌa
ikaslekin	ikˈas̺lekˌin
eragina	eɾˈaɣiɲˌa
gerra	ɡˈera
arrakasta	arˈakas̺tˌa
ikasi	ikˈas̺ˌi
azaltzen	as̻ˈalt͡s̻ˌen
luze	lˈus̻e
of	ˈof
helburu	elβˈuɾˌu
diote	diˈotˌe
nahiko	naˈikˌo
Horregatik	orˈeɣatˌik
bide	bˈiðe
bilakatu	biʎˈakatˌu
zabaldu	s̻aβˈalðˌu
eskaintzen	es̺kˈa͡ɪnt͡s̻ˌen
denez	denˈes̻
behera	beˈeɾˌa
Honek	onˈek
ur	ˈuɾ
Hainbat	a͡ɪnbˈat
leku	lˈeku
baitzen	ba͡ɪt͡s̻ˈen
zituela	s̻itˈuelˌa
biltzen	bilt͡s̻ˈen
koadro	koˈaðɾˌo
helburua	elβˈuɾuˌa
mailako	ma͡ɪʎˈakˌo
erabilera	eɾˈaβiʎeɾˌa
metroko	metɾˈokˌo
ikasle	ikˈas̺lˌe
guztia	ɡus̻tˈiˌa
kopurua	kopˈuɾuˌa
Hiru	ˈiɾu
hasten	as̺tˈen
itxura	it͡ʃˈuɾˌa
elementu	elˈementˌu
la	lˈa
garatu	ɡaɾˈatu
liburu	liβˈuɾˌu
adierazi	aðˈieɾas̻ˌi
dentsitatea	dent͡s̺ˈitateˌa
sortutako	s̺oɾtˈutakˌo
horietan	ˈoɾiˌetan
badira	baðˈiɾˌa
dezake	des̻ˈakˌe
guztien	ɡus̻tˈiˌen
gune	ɡˈune
besterik	bes̺tˈeɾˌik
askok	as̺kˈok
kanpo	kˈanpo
biztanle	bis̻tˈanlˌe
direnak	diɾˈenˌak
Haren	aɾˈen
hirugarren	iɾˈuɣarˌen
lagun	laɣˈun
mendeko	mendˈekˌo
omen	omˈen
gora	ɡˈoɾa
aurkitzen	a͡ʊɾkˈit͡s̻ˌen
hiria	iɾˈiˌa
bete	bˈete
indar	indˈaɾ
kokatzen	kokˈat͡s̻ˌen
Dena	dˈena
aldetik	alðˈetˌik
Egun	eɣˈun
Frantziako	fɾant͡s̻ˈiakˌo
ezagutu	es̻ˈaɣutˌu
desberdinak	des̺βˈeɾðiɲˌak
laguntza	laɣˈunt͡s̻ˌa
eskatu	es̺kˈatˌu
kolore	kolˈoɾˌe
txikia	t͡ʃikˈiˌa
ezkondu	es̻kˈondˌu
inoiz	iɲˈo͡ɪs̻
arazo	aɾˈas̻ˌo
tenperatura	tenpˈeɾatuɾˌa
alderdi	alðˈeɾðˌi
erabiliz	eɾˈaβiʎˌis̻
beharra	beˈarˌa
zutela	s̻utˈelˌa
guztietan	ɡus̻tˈietˌan
Era	ˌeɾa
zientifikoa	s̻iˈentifikoˌa
Lehenengo	leˈenenɡˌo
honetako	onˈetakˌo
askoz	as̺kˈos̻
gure	ɡˈuɾe
kultura	kultˈuɾˌa
alaba	alˈaβˌa
jokatu	ɟokˈatˌu
Horren	ˈoren
izendapen	is̻ˈendapˌen
ustez	us̺tˈes̻
ihes	iˈes̺
eraikin	eɾˈa͡ɪkˌin
jatorrizko	ɟatˈoris̻kˌo
litzateke	lit͡s̻ˈatekˌe
teoria	teˈoɾiˌa
badu	bˈaðu
eginez	eɣˈiɲˌes̻
esku	ˈes̺ku
ikasketak	ikˈas̺ketˌak
sei	s̺ˈe͡ɪ
gizon	ɡis̻ˈon
espezie	es̺pˈes̻iˌe
El	ˈel
baterako	batˈeɾakˌo
mende	mˈende
Oso	ˈos̺o
eskuratu	es̺kˈuɾatˌu
konderriak	kondˈeriˌak
ama	ˈama
Biztanleria	bis̻tˈanleɾiˌa
ideia	iðˈe͡ɪˌa
puntu	pˈuntu
sortzeko	s̺oɾt͡s̻ˈekˌo
beraien	beɾˈa͡ɪˌen
giza	ɡˈis̻a
antzinako	ant͡s̻ˈiɲakˌo
prozesu	pɾos̻ˈes̺ˌu
ezik	es̻ˈik
orokorreko	oɾˈokorekˌo
izaera	is̻ˈaeɾˌa
zeraman	s̻eɾˈamˌan
aurkeztu	a͡ʊɾkˈes̻tˌu
normalean	noɾmˈaleˌan
ezberdinak	es̻βˈeɾðiɲˌak
emateko	emˈatekˌo
dutenak	dutˈenˌak
horietako	ˈoɾiˌetakˌo
gizarte	ɡis̻ˈaɾtˌe
kasuan	kˈas̺uˌan
aldean	alðˈeˌan
garrantzi	ɡarˈant͡s̻ˌi
guztiek	ɡus̻tˈiˌek
enpresa	enpɾˈes̺ˌa
lotuta	lotˈutˌa
emaitza	emˈa͡ɪt͡s̻ˌa
jarduera	ɟaɾðˈueɾˌa
gelditu	ɡelðˈitˌu
informazioa	infˈoɾmas̻ioˌa
ondoan	ondˈoˌan
Hurbilketa	uɾβˈilketˌa
kontra	kˈontɾa
gehienetan	ɡe͡ɪˈenetˌan
heldu	ˈelðu
Horrez	orˈes̻
azkenean	as̻kˈeneˌan
aldatzen	alðˈat͡s̻ˌen
geratzen	ɡeɾˈat͡s̻ˌen
garaiko	ɡaɾˈa͡ɪkˌo
horregatik	orˈeɣatˌik
delako	delˈakˌo
hurruntze	urˈunt͡s̻ˌe
saiatu	s̺a͡ɪˈatˌu
gauza	ɡˈa͡ʊs̻a
lotura	lotˈuɾˌa
mailan	ma͡ɪʎˈan
horri	ˈori
obra	ˈoβɾa
ikerketa	ikˈeɾketˌa
eliza	elˈis̻ˌa
historia	is̺tˈoɾiˌa
Gerra	ɡˈera
benetako	benˈetakˌo
eskatzen	es̺kˈat͡s̻ˌen
semea	s̺emˈeˌa
zegoela	s̻eɣˈoelˌa
lanetan	lanˈetˌan
ona	ˈona
urtez	uɾtˈes̻
iraun	iɾˈa͡ʊn
bildu	bˈilðu
banatzen	banˈat͡s̻ˌen
Lan	lˈan
alegia	alˈeɣiˌa
Horrek	orˈek
berehala	beɾˈealˌa
deitu	dˈe͡ɪtu
nazioarteko	nas̻ˈioaɾtekˌo
bezalako	bes̻ˈalakˌo
hamar	amˈaɾ
osatu	os̺ˈatˌu
irakasle	iɾˈakas̺lˌe
zuenean	s̻uˈeneˌan
buru	bˈuɾu
lurralde	lurˈalðˌe
ageri	aɣˈeɾˌi
eduki	eðˈukˌi
ekin	ekˈin
erakutsi	eɾˈakut͡s̺ˌi
taldearen	talðˈeaɾˌen
Adibidez	aðˈiβiðˌes̻
han	ˈan
txikiak	t͡ʃikˈiˌak
biak	biˈak
hasiera	as̺ˈieɾˌa
asteroideak	as̺tˈeɾo͡ɪðeˌak
betetzen	betˈet͡s̻ˌen
dagoela	daɣˈoelˌa
informazio	infˈoɾmas̻iˌo
tamaina	tamˈa͡ɪɲˌa
Honen	ˈonen
Nahiz	naˈis̻
uzten	us̻tˈen
kopuru	kopˈuɾˌu
eraso	eɾˈas̺ˌo
ekintza	ekˈint͡s̻ˌa
amaieran	amˈa͡ɪeɾˌan
honi	ˈoni
irudi	iɾˈuðˌi
politiko	polˈitikˌo
igaro	iɣˈaɾˌo
Herrian	erˈiˌan
etxe	ˈet͡ʃe
pasa	pˈas̺a
saria	s̺aɾˈiˌa
Juan	xuˈan
garrantzia	ɡarˈant͡s̻iˌa
bakar	bakˈaɾ
luzera	lus̻ˈeɾˌa
azaldu	as̻ˈalðˌu
bidea	biðˈeˌa
gutxiago	ɡut͡ʃˈiaɣˌo
hauetan	ˈa͡ʊetˌan
kanpoko	kanpˈokˌo
abiadura	aβˈiaðuɾˌa
Azkenik	as̻kˈenˌik
joera	ɟoˈeɾˌa
Maria	maɾˈiˌa
izatera	is̻ˈateɾˌa
lehenago	leˈenaɣˌo
eskola	es̺kˈolˌa
jasan	ɟas̺ˈan
esaterako	es̺ˈateɾakˌo
estatu	es̺tˈatˌu
idazten	iðˈas̻tˌen
antzeko	ant͡s̻ˈekˌo
erakunde	eɾˈakundˌe
mugimendu	muɣˈimendˌu
Ondorioz	ondˈoɾiˌos̻
arazoak	aɾˈas̻oˌak
bidali	biðˈalˌi
herriko	erˈikˌo
jokatzen	ɟokˈat͡s̻ˌen
orain	oɾˈa͡ɪn
ura	ˈuɾa
Orduan	oɾðˈuˌan
dator	datˈoɾ
dutela	dutˈelˌa
oro	ˈoɾo
oinarritzen	o͡ɪɲˈarit͡s̻ˌen
armada	aɾmˈaðˌa
baitzuen	ba͡ɪt͡s̻ˈuˌen
die	diˈe
izandako	is̻ˈandakˌo
antolatu	antˈolatˌu
hasierako	as̺ˈieɾakˌo
jada	ɟˈaða
ateratzen	atˈeɾat͡s̻ˌen
gertu	ɡˈeɾtu
munduan	mundˈuˌan
bereko	beɾˈekˌo
bakoitzean	bakˈo͡ɪt͡s̻eˌan
dezakete	des̻ˈaketˌe
hiriko	iɾˈikˌo
zer	s̻ˈeɾ
bihurtzen	biˈuɾt͡s̻ˌen
iristen	iɾˈis̺tˌen
mantendu	mantˈendˌu
gazte	ɡˈas̻te
ibili	iβˈiʎˌi
zuzenean	s̻us̻ˈeneˌan
dituena	ditˈuenˌa
Nafarroako	nafˈaroakˌo
pertsonaia	peɾt͡s̺ˈona͡ɪˌa
horretako	orˈetakˌo
Guztira	ɡus̻tˈiɾˌa
del	dˈel
errege	erˈeɣˌe
hartzeko	aɾt͡s̻ˈekˌo
lur	lˈuɾ
Mundu	mˈundu
borroka	borˈokˌa
oinarrizko	o͡ɪɲˈaris̻kˌo
Alderdi	alðˈeɾðˌi
bakoitza	bakˈo͡ɪt͡s̻ˌa
mantentzen	mantˈent͡s̻ˌen
Hauek	ˈa͡ʊek
egoitza	eɣˈo͡ɪt͡s̻ˌa
sarrera	s̺arˈeɾˌa
jatorria	ɟatˈoriˌa
aipatzen	a͡ɪpˈat͡s̻ˌen
euskaraz	e͡ʊs̺kˈaɾˌas̻
egongo	eɣˈonɡˌo
Ipar	ipˈaɾ
material	matˈeɾiˌal
bazen	bas̻ˈen
asmoz	as̺mˈos̻
zaie	s̻ˈa͡ɪe
aipatu	a͡ɪpˈatˌu
lotzen	lot͡s̻ˈen
berezia	beɾˈes̻iˌa
kontrako	kontɾˈakˌo
Kasu	kˈas̺u
gorabehera	ɡoɾˈaβeeɾˌa
hitza	ˈit͡s̻a
harreman	arˈemˌan
industria	indˈus̺tɾiˌa
izenak	is̻ˈenˌak
toki	tˈoki
lagundu	laɣˈundˌu
teknika	teknˈikˌa
erdian	eɾðˈiˌan
multzo	mˈult͡s̻o
neurri	nˈe͡ʊri
Handik	andˈik
ahala	aˈalˌa
ordez	oɾðˈes̻
zazpi	s̻ˈas̻pi
Halaber	alˈaβˌeɾ
film	fˈilm
Horretarako	orˈetaɾakˌo
baitira	ba͡ɪtˈiɾˌa
beharrezkoa	beˈares̻koˌa
ireki	iɾˈekˌi
baitu	bˈa͡ɪtu
ohiko	oˈikˌo
ondorengo	ondˈoɾenɡˌo
erreferentzia	erˈefeɾent͡s̻iˌa
bila	bˈiʎa
hartako	aɾtˈakˌo
iturri	itˈurˌi
ibaiaren	iβˈa͡ɪaɾˌen
Nazioarteko	nas̻ˈioaɾtekˌo
direnean	diɾˈeneˌan
gaineko	ɡa͡ɪɲˈekˌo
Hasieran	as̺ˈieɾˌan
irudia	iɾˈuðiˌa
agindu	aɣˈindˌu
euskara	e͡ʊs̺kˈaɾˌa
New	nˈeu
tresna	tɾˈes̺na
y	ˈiɣɾˈekoˌa
gainerako	ɡa͡ɪɲˈeɾakˌo
altuera	altˈueɾˌa
bestetik	bes̺tˈetˌik
bezain	bes̻ˈa͡ɪn
the	tˈe
izenarekin	is̻ˈenaɾekˌin
onartzen	onˈaɾt͡s̻ˌen
heriotza	eɾˈiot͡s̻ˌa
zaila	s̻ˈa͡ɪʎa
Gero	ɡˈeɾo
beranduago	beɾˈanduaɣˌo
muga	mˈuɣa
seme	s̺ˈeme
emandako	emˈandakˌo
eredu	eɾˈeðˌu
eskualde	es̺kˈualðˌe
liburua	liβˈuɾuˌa
bestelako	bes̺tˈelakˌo
Aita	ˈa͡ɪta
burutu	buɾˈutˌu
joaten	ɟoˈatˌen
bereizten	beɾˈe͡ɪs̻tˌen
disko	dˈis̺ko
hitzak	it͡s̻ˈak
eratu	eɾˌatˌu
etxean	et͡ʃˈeˌan
ohikoa	oˈikoˌa
ondorio	ondˈoɾiˌo
Munduko	mundˈukˌo
lizeo	lis̻ˈeˌo
Han	ˈan
aurki	ˈa͡ʊɾki
gorputz	ɡoɾpˈut͡s̻
hamarkadan	amˈaɾkaðˌan
horretarako	orˈetaɾakˌo
Arte	ˈaɾte
Herri	ˈeri
indarra	indˈarˌa
adibide	aðˈiβiðˌe
badaude	baðˈa͡ʊðˌe
diru	dˈiɾu
antolatzen	antˈolat͡s̻ˌen
datu	dˈatu
kendu	kˈendu
kontatzen	kontˈat͡s̻ˌen
aukeratu	a͡ʊkˈeɾatˌu
jarrera	ɟarˈeɾˌa
desagertu	des̺ˈaɣeɾtˌu
eratzen	eɾˌat͡s̻ˌen
itsas	it͡s̺ˈas̺
Zenbait	s̻enbˈa͡ɪt
abesti	aβˈes̺tˌi
handitu	andˈitˌu
mendebaldeko	mendˈeβalðekˌo
estilo	es̺tˈiʎˌo
handik	andˈik
Santa	s̺ˈanta
ala	ˈala
baldintza	balðˈint͡s̻ˌa
bizirik	bis̻ˈiɾˌik
hilabete	iʎˈaβetˌe
igo	ˈiɣo
zuzendari	s̻us̻ˈendaɾˌi
badago	baðˈaɣˌo
taldeko	talðˈekˌo
Unibertsitatean	unˈiβeɾt͡s̺itateˌan
gutxira	ɡut͡ʃˈiɾˌa
egunean	eɣˈuneˌan
historian	is̺tˈoɾiˌan
Hezkuntza	es̻kˈunt͡s̻ˌa
eramaten	eɾˈamatˌen
erantzun	eɾˈant͡s̻ˌun
atal	atˈal
bukatu	bukˈatˌu
ditzake	dit͡s̻ˈakˌe
ditugu	ditˈuɣˌu
garatzen	ɡaɾˈat͡s̻en
irudikatzen	iɾˈuðikat͡s̻ˌen
azpian	as̻pˈiˌan
aztertu	as̻tˈeɾtˌu
aztertzen	as̻tˈeɾt͡s̻ˌen
proposatu	pɾopˈos̺atˌu
taldean	talðˈeˌan
zizkion	s̻is̻kˈiˌon
sare	s̺ˈaɾe
besteko	bes̺tˈekˌo
herria	erˈiˌa
ordu	ˈoɾðu
oinarri	o͡ɪɲˈarˌi
ahalbidetzen	aˈalβiðet͡s̻ˌen
eraginez	eɾˈaɣiɲˌes̻
eskaini	es̺kˈa͡ɪɲˌi
txikiagoa	t͡ʃikˈiaɣoˌa
Batuetako	batˈuetakˌo
ekonomiko	ekˈonomikˌo
hartuta	aɾtˈutˌa
azalera	as̻ˈaleɾˌa
bakoitzaren	bakˈo͡ɪt͡s̻aɾˌen
langile	lanɡˈiʎˌe
politika	polˈitikˌa
A	a
banaketa	banˈaketˌa
bultzatu	bult͡s̻ˈatˌu
kaleratu	kalˈeɾatˌu
landu	lˈandu
and	ˈand
gehienek	ɡe͡ɪˈenˌek
Hego	ˈeɣo
ezartzen	es̻ˈaɾt͡s̻ˌen
Azkenean	as̻kˈeneˌan
batzuekin	bat͡s̻ˈuekˌin
ekonomia	ekˈonomiˌa
osoko	os̺ˈokˌo
garapen	ɡaɾˈapˌen
ikuspegi	ikˈus̺peɣˌi
bata	bˈata
egokia	eɣˈokiˌa
zelako	s̻elˈakˌo
a	a
funtzio	funt͡s̻ˈiˌo
metodo	metˈoðˌo
Erdi	ˈeɾði
bota	bˈota
osatutako	os̺ˈatutakˌo
etorri	etˈorˌi
une	ˈune
John	ɟˈon
baldin	balðˈin
delarik	delˈaɾˌik
animalia	anˈimaliˌa
gutxienez	ɡut͡ʃˈienˌes̻
luzea	lus̻ˈeˌa
eginiko	eɣˈiɲikˌo
laguntzen	laɣˈunt͡s̻ˌen
elkarrekin	elkˈarekˌin
Geroago	ɡeɾˈoaɣˌo
balioa	balˈioˌa
garrantzitsuena	ɡarˈant͡s̻it͡s̺uenˌa
politikoa	polˈitikoˌa
eraikuntza	eɾˈa͡ɪkunt͡s̻ˌa
m	ˈeme
Honela	onˈelˌa
beheko	beˈekˌo
ezaugarriak	es̻ˈa͡ʊɣariˌak
honela	onˈelˌa
zerbitzu	s̻eɾβˈit͡s̻ˌu
berezi	beɾˈes̻ˌi
emango	emˈanɡˌo
