श्रोणि	ɕɾoːɳi
सदस्	s̪ɐ́d̪ɐs̪
क्षोदस्	kʂɐ́wd̪ɐs̪
मेष	meːʂɐ
श्रोत्र	ɕɾɐ́wt̪ɾɐ
ऋणी	r̩ɳiː
स्वर्दते	s̪ʋɐɾd̪ɐt̪ɐj
वेदि	ʋɐ́jd̪i
कुटिल	kuʈil̪ɐ
गृह्णाति	ɡr̩ɦɳɑːt̪i
ददातु	d̪ɐd̪ɑːt̪u
शूल	ɕuːl̪ɐ
मुञ्चति	muɲt͡ɕɐt̪i
फलनेषु	pʰɐl̪ɐn̪ɐjʂu
गीर्	ɡíːɾ
गोदावरी	ɡɐwd̪ɑːʋɐɾiː
जनक	d͡ʑɐn̪ɐkɐ
तलक	t̪ɐl̪ɐkɐ
स्तनति	s̪t̪ɐn̪ɐt̪i
पुनर्	pun̪ɐɾ
अननुमेय	ɐn̪ɐn̪umɐ́jjɐ
आस्	ɑ́ːs̪
भाजन	bʱɑ́ːd͡ʑɐn̪ɐ
फल	pʰɐ́l̪ɐ
अस्थन्	ɐs̪t̪ʰɐn̪
गूर्त	ɡuːɾt̪ɐ
आसार	ɑːs̪ɑːɾɐ
गूर्ति	ɡuːɾt̪i
अगम्ये	ɐɡɐmjeː
असत्	ɐs̪ɐt̪
रुच्	ɾut͡ɕ
सूत्र	s̪úːt̪ɾɐ
नाथताम्	n̪ɑːt̪ʰɐt̪ɑːm
शिफेषु	ɕipʰɐjʂu
अर्जनयोः	ɐɾd͡ʑɐn̪ɐjɐwh
अपदेश	ɐpɐd̪ɐjɕɐ
भद्र	bʱɐd̪ɾɐ́
माया	mɑːjɑ́ː
दंष्ट्र	d̪ɐ̃́ʂʈɾɐ
ग्रथन	ɡɾɐt̪ʰɐn̪ɐ
कृपाभ्याम्	kr̩pɑːbʱjɑːm
हीन	ɦiːn̪ɐ
भवामि	bʱɐʋɑːmi
तस्मिन्	t̪ɐs̪min̪
इन	in̪ɐ
कदे	kɐd̪eː
सहति	s̪ɐɦɐt̪i
खेदात्	kʰɐjd̪ɑːt̪
कक्ष	kɐ́kʂɐ
मूल	múːl̪ɐ
खनित्रात्	kʰɐn̪it̪ɾɑːt̪
छिन्न	t͡ɕʰin̪n̪ɐ
परिवर्तन	pɐɾiʋɐɾt̪ɐn̪ɐ
पवमान	pɐ́ʋɐmɑːn̪ɐ
सङ्ग	s̪ɐŋɡɐ
मन्त्र	mɐn̪t̪ɾɐ
वैश्वानर	ʋɑːjɕʋɑːn̪ɐɾɐ́
तक्षन्	t̪ɐkʂɐn̪
मर्यादा	mɐɾjɑːd̪ɑː
शैव	ɕɑːjʋɐ
प्राकार	pɾɑːkɑːɾɐ
सादेषु	s̪ɑːd̪eːʂu
पितामह	pit̪ɑːmɐɦɐ
तृष्यति	t̪ŕ̩ʂjɐt̪i
यून	juːn̪ɐ
लिहति	l̪iɦɐ́t̪i
अस्वर्ष्यत्	ɐs̪ʋɐɾʂjɐt̪
क्वथते	kʋɐ́t̪ʰɐt̪ɐj
स्वेद	s̪ʋeːd̪ɐ
ध्रुव	d̪ʱɾuʋɐ́
जज्ञौ	d͡ʑɐd͡ʑɲɑːw
करीन्द्र	kɐɾiːn̪d̪ɾɐ
वर्ग	ʋɐɾɡɐ
शिफेषु	ɕipʰeːʂu
अर्हति	ɐɾɦɐt̪i
तिल	t̪il̪ɐ
सत्यताम्	s̪ɐt̪jɐt̪ɑːm
श्लोक	ɕl̪ɐ́wkɐ
सुशेव्य	s̪uɕeːʋjɐ
वोढृ	ʋoːɖʱr̩
गभस्ति	ɡɐbʱɐs̪t̪i
वयुन	ʋɐjun̪ɐ
सामान्य	s̪ɑːmɑːn̪jɐ
असृक्	ɐ́s̪r̩k
ऊर्ध्व	uːɾd̪ʱʋɐ
स्तुका	s̪t̪ukɑː
उच्छ्वस्	utt͡ɕʰʋɐs̪
गुलैः	ɡul̪ɑːjh
दिति	d̪it̪i
जनू	d͡ʑɐn̪uː
कङ्कत	kɐŋkɐt̪ɐ
त्वे	t̪ʋeː
कन्दरा	kɐn̪d̪ɐɾɑː
कमल	kɐ́mɐl̪ɐ
ज्योतिष	d͡ʑjoːt̪iʂɐ
बर्बट	bɐɾbɐʈɐ
करण	kɐɾɐɳɐ
शंकर	ɕɐŋkɐɾɐ́
मरीचि	mɐɾiːt͡ɕi
छात्त्र	t͡ɕʰɑːt̪t̪ɾɐ
कुट्ट्	kuʈʈ
पिशाच	piɕɑːt͡ɕɐ́
स्कुन्दे	s̪kun̪d̪eː
फलनेन	pʰɐl̪ɐn̪ɐjn̪ɐ
अव	ɐʋɐ
सत्यतया	s̪ɐt̪jɐt̪ɐjɑː
गोलदीप	ɡoːl̪ɐd̪iːpɐ
पालि	pɑːl̪i
माङ्गलिक	mɑːŋɡɐl̪ikɐ
एनस्	eːn̪ɐs̪
पाटल	pɑːʈɐl̪ɐ
नीर	n̪iːɾɐ
हिन्द्याः	ɦin̪d̪jɑːh
राज्ञीः	ɾɑːd͡ʑɲiːh
वशात्व	ʋɐɕɑːt̪ʋɐ
रभस्	ɾɐbʱɐs̪
देवसर्षप	d̪ɐjʋɐ́s̪ɐɾʂɐpɐ
खेदः	kʰeːd̪ɐh
लज्जा	l̪ɐdd͡ʑɑː
राजन्	ɾɑːd͡ʑɐn̪
सेधति	s̪ɐ́jd̪ʱɐt̪i
शन्तनु	ɕɐn̪t̪ɐn̪u
मीनीतः	miːn̪iːt̪ɐh
यह्वा	jɐɦʋɑː
हिन्दीम्	ɦin̪d̪iːm
कर्तुम्	kɐɾt̪um
शुष्क	ɕúʂkɐ
रौद्र	ɾɑːwd̪ɾɐ́
वयति	ʋɐjɐt̪i
ऐश्वर्य	ɑːjɕʋɐɾjɐ
शत्रुः	ɕɐt̪ɾuh
जन्मन्	d͡ʑɐn̪mɐn̪
जुहू	d͡ʑuɦuː
दाल	d̪ɑːl̪ɐ
अर्जनयोः	ɐɾd͡ʑɐn̪ɐjoːh
स्तनति	s̪t̪ɐ́n̪ɐt̪i
गृध्र	ɡr̩d̪ʱɾɐ
चत्वारिंशत्	t͡ɕɐt̪ʋɑːɾĩɕɐt̪
क्षिपति	kʂipɐt̪i
गूळ्ह	ɡuːɭ̆ɦɐ́
ज्वलति	d͡ʑʋɐl̪ɐt̪i
आत्मनेपद	ɑːt̪mɐn̪ɐjpɐd̪ɐ
पादत्राणयोः	pɑːd̪ɐt̪ɾɑːɳɐjɐwh
जनि	d͡ʑɐ́n̪i
कुलीन	kul̪iːn̪ɐ
त्रयोविंशति	t̪ɾɐ́jɐwʋĩɕɐt̪i
निस्	n̪is̪
सादाय	s̪ɑːd̪ɑːjɐ
अङ्गुलि	ɐŋɡúl̪i
अभ्यलंकृत	ɐbʱjɐl̪ɐŋkr̩t̪ɐ
पृथ्वी	pr̩t̪ʰʋiː
क्षम्	kʂɐm
भय	bʱɐjɐ́
गाधते	ɡɑːd̪ʱɐt̪eː
मांस्	mɑ̃ːs̪
लिलेह	l̪il̪ɐjɦɐ
महाभारत	mɐɦɑːbʱɑːɾɐt̪ɐm
सूत्र	s̪uːt̪ɾɐ
नप्तृ	n̪ɐpt̪r̩
वसिष्ठ	ʋɐs̪iʂʈʰɐ
पत्नी	pɐ́t̪n̪iː
नारिकेल	n̪ɑːɾikɐjl̪ɐ
वेलाभूमि	ʋɐjl̪ɑːbʱuːmi
तपति	t̪ɐpɐt̪i
चतुर्दश	t͡ɕɐt̪uɾd̪ɐɕɐ
शोचति	ɕɐwt͡ɕɐt̪i
रिक्षा	ɾikʂɑː
उद्गॄ	ud̪ɡr̩ː
द्वितीय	d̪ʋit̪íːjɐ
तक्षति	t̪ɐ́kʂɐt̪i
चातुर्य	t͡ɕɑːt̪uɾjɐ
शङ्के	ɕɐŋkeː
हाला	ɦɑːl̪ɑː
मिह्	míɦ
चर्मन्	t͡ɕɐ́ɾmɐn̪
पार्थिव	pɑ́ːɾt̪ʰiʋɐ
मीढ्वस्	miːɖʱʋɐ́s̪
रुद्राक्ष	ɾud̪ɾɑːkʂɐ
सुम्न	s̪umn̪ɐ́
लपति	l̪ɐpɐt̪i
स्वधा	s̪ʋɐd̪ʱɑː
मानसिक	mɑːn̪ɐs̪ikɐ
जीर्ण	d͡ʑiːɾɳɐ́
ईश	iːɕɐ
दत्त	d̪ɐt̪t̪ɐ
क्रीडाङ्गन	kɾiːɖɑːŋɡɐn̪ɐ
बुध्	búd̪ʱ
यहस्	jɐ́ɦɐs̪
गच्छेत	ɡɐtt͡ɕʰeːt̪ɐ
व्यधिकरण	ʋjɐd̪ʱikɐɾɐɳɐ
हा	ɦɑː
मूष्	muːʂ
तत्र	t̪ɐ́t̪ɾɐ
भर्त्सन	bʱɐɾt̪s̪ɐn̪ɐ
सादे	s̪ɑːd̪ɐj
सनक	s̪ɐn̪ɐkɐ
गच्छति	ɡɐtt͡ɕʰɐt̪i
तलातल	t̪ɐl̪ɑːt̪ɐl̪ɐ
उन्नत	un̪n̪ɐt̪ɐ́
मनोतृ	mɐn̪ɐ́wt̪r̩
मूल	muːl̪ɐ
गत	ɡɐt̪ɐ
चिकित्सिकाभ्यः	t͡ɕikit̪s̪ikɑːbʱjɐh
अपद्रव्य	ɐpɐd̪ɾɐʋjɐ
संकल्पेभ्यः	s̪ɐŋkɐl̪peːbʱjɐh
शत्रुभ्याम्	ɕɐt̪ɾubʱjɑːm
दृळ्ह	d̪r̩ɭ̆ɦɐ́
कौतुकिन्	kɑwt̪ukin̪
मात्रा	mɑːt̪ɾɑː
अवधारण	ɐʋɐd̪ʱɑːɾɐɳɐ
भस्त्रा	bʱɐ́s̪t̪ɾɑː
जनी	d͡ʑɐn̪iː
सहस्रिमान	s̪ɐɦɐs̪ɾimɑːn̪ɐ
चान्द्र	t͡ɕɑːn̪d̪ɾɐ
नील	n̪íːl̪ɐ
आगस्	ɑ́ːɡɐs̪
नीळ	n̪iːɭ̆ɐ
रथ	ɾɐ́t̪ʰɐ
कीकि	kiːki
प्लवते	pl̪ɐ́ʋɐt̪ɐj
सप्तदश	s̪ɐpt̪ɐ́d̪ɐɕɐ
संक्रमण	s̪ɐŋkɾɐmɐɳɐ
ईळे	íːɭ̆ɐj
बुद्धीन्द्रिय	bud̪d̪ʱiːn̪d̪ɾijɐ́
नौ	n̪ɑːw
प्रथम	pɾɐt̪ʰɐmɐ́
कार	kɑːɾɐ
पुष्यति	puʂjɐt̪i
खेला	kʰɐjl̪ɑː
मस्तु	mɐ́s̪t̪u
बजे	bɐd͡ʑɐj
खादन	kʰɑːd̪ɐn̪ɐ
इह	iɦɐ
भूयसे	bʱuːjɐs̪eː
रसायनज्ञ	ɾɐs̪ɑːjɐn̪ɐd͡ʑɲɐ
हेमन्त	ɦeːmɐn̪t̪ɐ
सुश्चन्द्र	s̪uɕt͡ɕɐn̪d̪ɾɐ́
तृप्त	t̪r̩pt̪ɐ́
लेढा	l̪ɐjɖʱɑː
कोष्ठ	koːʂʈʰɐ
रोधति	ɾoːd̪ʱɐt̪i
भय	bʱɐjɐ
प्रदातोस्	pɾɐd̪ɑːt̪oːs̪
प्रतीक	pɾɐ́t̪iːkɐ
अलंकृत	ɐl̪ɐŋkr̩t̪ɐ
कदौ	kɐd̪ɑːw
करिबन्ध	kɐɾibɐn̪d̪ʱɐ
पक्ष	pɐkʂɐ
याग	jɑːɡɐ
खेदयोः	kʰeːd̪ɐjoːh
क्रीळति	kɾiːɭ̆ɐt̪i
अम्नस्	ɐmn̪ɐs̪
नदीपति	n̪ɐd̪iːpɐt̪í
कृति	kr̩t̪í
पृष्ठ	pr̩ʂʈʰɐ
मुहुर्	múɦuɾ
उच्चैस्	utt͡ɕɑjs̪
वेदस्	ʋeːd̪ɐs̪
शर्मन्	ɕɐɾmɐn̪
भिषक्	bʱiʂɐk
क्रीड	kɾiːɖɐ
पादत्राणाय	pɑːd̪ɐt̪ɾɑːɳɑːjɐ
प्रेष्	pɾeːʂ
मयूर	mɐjuːɾɐ
तावत्क	t̪ɑːʋɐt̪kɐ
मृत	mr̩t̪ɐ́
शक्ति	ɕɐ́kt̪i
कामुक	kɑːmukɐ
भर्त्स्	bʱɐɾt̪s̪
भूत	bʱuːt̪ɐ
तेषु	t̪ɐjʂu
दीक्षितृ	d̪iːkʂít̪r̩
नश्यामः	n̪ɐɕjɑːmɐh
षड्विंशति	ʂɐ́ɖʋĩɕɐt̪i
तेजस्विन्	t̪ɐjd͡ʑɐs̪ʋin̪
दन्तकूर्च	d̪ɐn̪t̪ɐkuːɾt͡ɕɐ
सुशेव	s̪uɕeːʋɐ
प्रदातोस्	pɾɐd̪ɑːt̪ɐws̪
गर्जति	ɡɐ́ɾd͡ʑɐt̪i
मरीचि	mɐ́ɾiːt͡ɕi
नौका	n̪ɑwkɑː
राशिचक्र	ɾɑːɕít͡ɕɐkɾɐ
इह	iɦɐ́
तापयति	t̪ɑːpɐjɐt̪i
सार्थ	s̪ɑ́ːɾt̪ʰɐ
कण्ठेन	kɐɳʈʰɐjn̪ɐ
ग्रन्थि	ɡɾɐn̪t̪ʰi
त्सर्	t̪s̪ɐɾ
चित्र	t͡ɕit̪ɾɐ
तस्मै	t̪ɐs̪mɑːj
श्वन्	ɕʋɐ́n̪
वातायन	ʋɑːt̪ɑːjɐn̪ɐ
नाधे	n̪ɑːd̪ʱɐj
पराशॄ	pɐɾɑːɕr̩ː
दश	d̪ɐɕɐ
वृष्णि	ʋŕ̩ʂɳi
वीर	ʋiːɾɐ́
गाधताम्	ɡɑːd̪ʱɐt̪ɑːm
सर्व	s̪ɐ́ɾʋɐ
ऋज्र	r̩d͡ʑɾɐ́
स्पर्धे	s̪pɐɾd̪ʱɐj
रोहित	ɾɐ́wɦit̪ɐ
एधताम्	ɐjd̪ʱɐt̪ɑːm
लिपि	l̪ipi
चतुर्	t͡ɕɐ́t̪uɾ
ददर्श	d̪ɐd̪ɐ́ɾɕɐ
एषः	eːʂɐh
द्यूत	d̪juːt̪ɐ́
अम्बा	ɐmbɑ́ː
सक्त	s̪ɐkt̪ɐ
खेदाय	kʰeːd̪ɑːjɐ
यजस्	jɐ́d͡ʑɐs̪
रजनी	ɾɐ́d͡ʑɐn̪iː
शीघ्र	ɕiːɡʱɾɐ́
वरिष्ठ	ʋɐɾiʂʈʰɐ
अनस्	ɐn̪ɐs̪
अ	ɐ
स्तीर्ण	s̪t̪iːɾɳɐ́
शवस्	ɕɐ́ʋɐs̪
स्नावन्	s̪n̪ɑːʋɐn̪
जॄ	d͡ʑr̩ː
मषिपात्र	mɐʂipɑːt̪ɾɐ
नाथ	n̪ɑːt̪ʰɐ
आगच्छति	ɑːɡɐtt͡ɕʰɐt̪i
नपात्	n̪ɐ́pɑːt̪
मिमीते	mimiːt̪eː
जुष्ट	d͡ʑuʂʈɐ́
आरा	ɑ́ːɾɑː
सुखिन्	s̪ukʰin̪
कृपायै	kr̩pɑːjɑj
स्तीर्ण	s̪t̪iːɾɳɐ
वृक्ते	ʋr̩kt̪ɐj
श्रवण	ɕɾɐʋɐɳɐ
खनति	kʰɐn̪ɐt̪i
उत्तान	ut̪t̪ɑːn̪ɐ
रति	ɾɐ́t̪i
उपन्यस्यति	upɐn̪jɐs̪jɐt̪i
अंसपृष्ठ	ɐ̃s̪ɐpr̩ʂʈʰɐ
वार्त्ता	ʋɑːɾt̪t̪ɑː
अन	ɐn̪ɐ́
स्कुनाति	s̪kun̪ɑːt̪i
अबुध्न	ɐbud̪ʱn̪ɐ
अलंकार	ɐl̪ɐŋkɑːɾɐ
कारण	kɑːɾɐɳɐ
पृथु	pr̩t̪ʰú
तनेभिः	t̪ɐn̪eːbʱih
ज्योति	d͡ʑjɐwt̪i
सेना	s̪eːn̪ɑː
क्षुर	kʂuɾɐ́
वध	ʋɐd̪ʱɐ
गम्ये	ɡɐmjɐj
ऐतिहासिक	ɑːjt̪iɦɑːs̪ikɐ
सहस्र	s̪ɐɦɐs̪ɾɐ
चिकित्सिकाम्	t͡ɕikit̪s̪ikɑːm
भूर्ज	bʱuːɾd͡ʑɐ
स्तन	s̪t̪ɐn̪ɐ
ऋश	r̩ɕɐ
युवन्	júʋɐn̪
ज्ञाता	d͡ʑɲɑːt̪ɑː
भजते	bʱɐd͡ʑɐt̪eː
प्रतिनिधित्व	pɾɐt̪in̪id̪ʱit̪ʋɐ
पक्ष	pɐ́kʂɐ
अक्षर	ɐkʂɐɾɐ
क्षुल्ल	kʂul̪l̪ɐ
केलि	keːl̪i
ऋष्टि	r̩ʂʈi
भजन	bʱɐd͡ʑɐn̪ɐ
शिफैः	ɕipʰɑːjh
जनितृ	d͡ʑɐn̪it̪ŕ̩
म्रियते	mɾijɐt̪eː
कूप	kuːpɐ
शय्या	ɕɐjjɑː
वल्	ʋɐl̪
दुक्ष	d̪ukʂɐ́
खद्योत	kʰɐ́d̪jɐwt̪ɐ
शुष्कफल	ɕuʂkɐpʰɐl̪ɐ
उदर	ud̪ɐ́ɾɐ
दार	d̪ɑːɾɐ
जजन्ति	d͡ʑɐd͡ʑɐn̪t̪i
लिह्यात्	l̪iɦjɑːt̪
बभूव	bɐbʱúːʋɐ
करिपोत	kɐɾipɐwt̪ɐ
त्वम्	t̪ʋɐ́m
विशति	ʋiɕɐt̪i
त्रयोदश	t̪ɾɐjoːd̪ɐɕɐ
पौरुष	pɑːwɾuʂɐ́
यातृ	jɑːt̪r̩
गच्छामः	ɡɐtt͡ɕʰɑːmɐh
नम्र	n̪ɐmɾɐ́
श्रयति	ɕɾɐjɐt̪i
शंस	ɕɐ̃s̪ɐ
पलाव	pɐl̪ɑ́ːʋɐ
जिह्रेति	d͡ʑiɦɾeːt̪i
वीचिस्	ʋíːt͡ɕis̪
पृथ्वी	pr̩t̪ʰʋíː
जन्म	d͡ʑɐ́n̪mɐ
शूशुजान	ɕúːɕud͡ʑɑːn̪ɐ
देवपुत्र	d̪eːʋɐput̪ɾɐ
राघव	ɾɑːɡʱɐʋɐ
आयु	ɑːju
वेवेक्ति	ʋɐjʋɐjkt̪i
अङ्गन	ɐŋɡɐn̪ɐ
धुरा	d̪ʱuɾɑː
तैलात्	t̪ɑjl̪ɑːt̪
सकृत्	s̪ɐkŕ̩t̪
अपितु	ɐpit̪u
रिप्	ɾíp
छिद्र	t͡ɕʰid̪ɾɐ́
ताली	t̪ɑːl̪iː
हस्ततल	ɦɐs̪t̪ɐt̪ɐl̪ɐ
पराकाष्ठा	pɐɾɑːkɑːʂʈʰɑː
इति	ít̪i
संवहन	s̪ɐ̃ʋɐɦɐn̪ɐ
आज	ɑːd͡ʑɐ
हिन्द्याम्	ɦin̪d̪jɑːm
षष्	ʂɐʂ
व्युष्टि	ʋjuʂʈi
विष	ʋíʂɐ
नेतृ	n̪ɐjt̪ŕ̩
श्याव	ɕjɑːʋɐ́
भूयामहे	bʱuːjɑːmɐɦeː
तुखार	t̪ukʰɑːɾɐ
भीम	bʱiːmɐ́
कम्पन	kɐmpɐn̪ɐ
सर्षप	s̪ɐɾʂɐpɐ
डालेन	ɖɑːl̪eːn̪ɐ
विमान	ʋimɑːn̪ɐ
अर्घ	ɐɾɡʱɐ
मन्तु	mɐ́n̪t̪u
रंहति	ɾɐ̃ɦɐt̪i
अजिगांसत्	ɐd͡ʑiɡɑ̃ːs̪ɐt̪
होतृ	ɦoːt̪r̩
बोभवति	boːbʱɐʋɐt̪i
चतुर्	t͡ɕɐt̪uɾ
वृष्टि	ʋr̩ʂʈí
दोष	d̪oːʂɐ
युध्	jud̪ʱ
पचति	pɐ́t͡ɕɐt̪i
महादेव	mɐɦɑːd̪ɐjʋɐ́
शिफेन	ɕipʰeːn̪ɐ
शरु	ɕɐɾu
धयति	d̪ʱɐ́jɐt̪i
कामकेलि	kɑ́ːmɐkɐjl̪i
शुल्क	ɕul̪kɐ
त्रिंशत्	t̪ɾĩɕɐt̪
जिगांसते	d͡ʑiɡɑ̃ːs̪ɐt̪ɐj
केवल	kɐ́jʋɐl̪ɐ
पृथिवी	pr̩t̪ʰiʋíː
उरण	úɾɐɳɐ
उक्त्वा	ukt̪ʋɑː
दुवस्	d̪uʋɐs̪
कृषक	kr̩ʂɐkɐh
दान	d̪ɑ́ːn̪ɐ
प्रथम	pɾɐt̪ʰɐmɐ
तनानाम्	t̪ɐn̪ɑːn̪ɑːm
वन्दताम्	ʋɐn̪d̪ɐt̪ɑːm
मोचते	moːt͡ɕɐt̪eː
अस्त	ɐs̪t̪ɐ
रुधिर	ɾud̪ʱiɾɐ
फुल्ल	pʰul̪l̪ɐ
शिक्षिकासु	ɕikʂikɑːs̪u
अञ्च्	ɐɲt͡ɕ
प्राथमिक	pɾɑːt̪ʰɐmikɐ
पात्र	pɑ́ːt̪ɾɐ
वपुष्टर	ʋɐ́puʂʈɐɾɐ
करिरत	kɐɾiɾɐt̪ɐ
ग्रसति	ɡɾɐs̪ɐt̪i
सम्राज्	s̪ɐmɾɑːd͡ʑ
अवकर्षति	ɐʋɐkɐɾʂɐt̪i
बालक्रीडा	bɑːl̪ɐkɾiːɖɑː
श्रम्भति	ɕɾɐmbʱɐt̪i
पुनर्दर्शनाय	pun̪ɐɾd̪ɐɾɕɐn̪ɑːjɐ
द्रोण	d̪ɾoːɳɐ
दूरभाषयोः	d̪uːɾɐbʱɑːʂɐjoːh
जीत	d͡ʑiːt̪ɐ́
दर्तृ	d̪ɐ́ɾt̪r̩
प्राण	pɾɑːɳɐ́
युवन	júʋɐn̪ɐ
भगदत्त	bʱɐɡɐd̪ɐt̪t̪ɐ
यवनिका	jɐʋɐn̪ikɑː
सूर्य	s̪uːɾjɐ
उशिज्	uɕíd͡ʑ
शीर्षन्	ɕiːɾʂɐ́n̪
दाम्यति	d̪ɑ́ːmjɐt̪i
किरति	kiɾɐt̪i
अनुमेय	ɐn̪umeːjɐ
अनिन्द्रिय	ɐn̪in̪d̪ɾijɐ
यान	jɑ́ːn̪ɐ
वितस्ति	ʋít̪ɐs̪t̪i
स्वस्ति	s̪ʋɐs̪t̪i
वृषन्	ʋŕ̩ʂɐn̪
अत्र	ɐ́t̪ɾɐ
मे	mɐj
पालयति	pɑːl̪ɐjɐt̪i
अष्ट्रा	ɐʂʈɾɑː
फेन	pʰɐ́jn̪ɐ
भोजन	bʱɐ́wd͡ʑɐn̪ɐ
स्वर्	s̪úʋɐɾ
चिकित्सिके	t͡ɕikit̪s̪ikɐj
दृश्य	d̪r̩ɕjɐ
सत्य	s̪ɐt̪jɐ
अंशु	ɐ̃ɕú
असनिष्यत्	ɐs̪ɐn̪iʂjɐt̪
खनित्राणाम्	kʰɐn̪it̪ɾɑːɳɑːm
मनु	mɐ́n̪u
पादकन्दुकक्रीडा	pɑːd̪ɐkɐn̪d̪ukɐkɾiːɖɑː
विद्यते	ʋid̪jɐ́t̪ɐj
मुमोच	mumoːt͡ɕɐ
ईजितुम्	iːd͡ʑit̪um
सनोति	s̪ɐn̪oːt̪i
कृप्	kr̩p
ब्रह्मा	bɾɐɦmɑː
खेदाभ्याम्	kʰeːd̪ɑːbʱjɑːm
स्मत्	s̪mɐ́t̪
द्विस्	d̪ʋis̪
कादम्ब	kɑːd̪ɐmbɐ
चरति	t͡ɕɐ́ɾɐt̪i
भल्लातक	bʱɐl̪l̪ɑːt̪ɐkɐ
क्षरति	kʂɐɾɐt̪i
ऋणिनी	r̩ɳin̪iː
विस्मय	ʋis̪mɐjɐ
रेफ	ɾɐjpʰɐ
गौस्	ɡɑ́ːws̪
ऊर्मि	uːɾmí
क्षमा	kʂɐmɑː
शरभ	ɕɐɾɐbʱɐ
बुन्द	bun̪d̪ɐ́
काजेन	kɑːd͡ʑeːn̪ɐ
राध्य	ɾɑːd̪ʱjɐ
सज्ज्	s̪ɐdd͡ʑ
राज्	ɾɑ́ːd͡ʑ
नवति	n̪ɐʋɐt̪i
अज्ञान	ɐd͡ʑɲɑːn̪ɐ
प्रभु	pɾɐbʱú
ऋण	r̩ɳɐ́
राजतरंगिणी	ɾɑːd͡ʑɐt̪ɐɾɐŋɡiɳiː
गन्ध	ɡɐn̪d̪ʱɐ
