കയർ	kˈɐjəɾ
മരണ	mˈɐɾəɳɐ
F	ˈɛf
ടവർ	ʈˈɐvəɾ
ഇൽ	ˈil
വരകൾ	vˈɐɾəɡəɭ
അലൻ	ˈɐlən
ഇയർ	ˈijəɾ
ഇര	ˈiɾɐ
മഹൽ	mˈɐhəl
സഭകൾ	sˈɐbʰəɡəɭ
ആണവ	ˈaːɳəvɐ
de	(͡e͡n)də(͡m͡l)
ആൽഫ	ˈaːlpʰɐ
ഉപ	ˈubɐ
അയൽ	ˈɐjəl
ബദൽ	bˈɐdəl
or	(͡e͡n)ɔː(͡m͡l)
X	ˈɛks
അഥവ	ˈɐtʰəvɐ
for	(͡e͡n)fɔː(͡m͡l)
x	ˈɛks
കലകൾ	kˈɐləɡəɭ
ജനന	ɟˈɐnənɐ
ISBN	(͡e͡n)ˌa͡ɪˌɛsbˌiːˈɛn(͡m͡l)
ഫയർ	pʰˈɐjəɾ
History	(͡e͡n)hˈɪstəɹi(͡m͡l)
India	(͡e͡n)ˈɪndiə(͡m͡l)
Indian	(͡e͡n)ˈɪndi͡ən(͡m͡l)
കളർ	kˈɐɭəɾ
N	ˈɛn
p	pˈiː
University	(͡e͡n)jˌuːnɪvˈɜːsɪti(͡m͡l)
to	(͡e͡n)tuː(͡m͡l)
സ	sˈɐ
നഗരസഭ	nˈɐɡəɾˌɐsəbʰɐ
സൾഫർ	sˈɐɭpʰəɾ
National	(͡e͡n)nˈaʃənə͡l(͡m͡l)
റൺ	rˈɐɳ
റയൽ	rˈɐjəl
H	ˈeːt͡ʃ
കമൽ	kˈɐməl
വടകര	vˈɐɖəɡˌɐɾɐ
സകല	sˈɐɡəlɐ
International	(͡e͡n)ˌɪntənˈaʃənə͡l(͡m͡l)
ഏ	ʲˈeː
ഹസൻ	hˈɐsən
on	(͡e͡n)ˈɒn(͡m͡l)
അ	ˈɐ
കൾ	kˈɐɭ
ഉടമ	ˈuɖəmɐ
n	ˈɛn
ഖനന	kʰˈɐnənɐ
മലകൾ	mˈɐləɡəɭ
റബർ	rˈɐbəɾ
വര	vˈɐɾɐ
V	vˈiː
പട	pˈɐɖɐ
വർഷ	vˈɐɾʂɐ
New	(͡e͡n)njˈuː(͡m͡l)
ഓവർ	ˈoːvəɾ
കവർ	kˈɐvəɾ
ലഹള	lˈɐhəɭɐ
B	bˈiː
III	(͡e͡n)ɹˌə͡ʊmən θɹˈiː(͡m͡l)
Press	(͡e͡n)pɹˈɛs(͡m͡l)
by	(͡e͡n)bˈa͡ɪ(͡m͡l)
മന	mˈɐnɐ
വന	vˈɐnɐ
pp	(͡e͡n)pˌiːpˈiː(͡m͡l)
ഓവൽ	ˈoːvəl
S	ˈɛs
b	bˈiː
E	ˈiː
ജന	ɟˈɐnɐ
ല	lˈɐ
വയർ	vˈɐjəɾ
M	ˈɛm
O	ˈoː
Park	(͡e͡n)pˈɑːk(͡m͡l)
km	(͡e͡n)kˌe͡ɪˈɛm(͡m͡l)
ആശയ	ˈaːɕəjɐ
ഓർ	ˈoːɾ
കറ	kˈɐrɐ
ഭരതൻ	bʰˈɐɾədən
വയൽ	vˈɐjəl
c	sˈiː
അയൺ	ˈɐjəɳ
ഈഴവ	ˈiːr.əvɐ
ഖര	kʰˈɐɾɐ
ധന	dʰˈɐnɐ
ന	nˈɐ
സമതല	sˈɐmədˌɐlɐ
m	ˈɛm
സർജൻ	sˈɐɾɟən
D	dˈiː
T	tʰˈiː
ഉപകരണ	ˈubəɡˌɐɾəɳɐ
ഡ	ɖˈɐ
മലയൻ	mˈɐləjən
വല	vˈɐlɐ
K	kˈeːj
R	ˈaːr
Retrieved	(͡e͡n)ɹɪtɹˈiːvd(͡m͡l)
World	(͡e͡n)wˈɜːld(͡m͡l)
അപകട	ˈɐbəɡˌɐɖɐ
ഇണ	ˈiɳɐ
ച	cˈɐ
നട	nˈɐɖɐ
പശ	pˈɐɕɐ
പർവത	pˈɐɾvədɐ
സഫർ	sˈɐpʰəɾ
ക	kˈɐ
മലയ	mˈɐləjɐ
വ	vˈɐ
King	(͡e͡n)kˈɪŋ(͡m͡l)
Page	(͡e͡n)pˈe͡ɪd͡ʒ(͡m͡l)
Society	(͡e͡n)səsˈa͡ɪ͡əti(͡m͡l)
ഊർജ	ˈuːɾɟɐ
ഖമർ	kʰˈɐməɾ
ഗ	ɡˈɐ
തറ	tˈɐrɐ
തവള	tˈɐvəɭɐ
Book	(͡e͡n)bˈʊk(͡m͡l)
Church	(͡e͡n)t͡ʃˈɜːt͡ʃ(͡m͡l)
English	(͡e͡n)ˈɪŋɡlɪʃ(͡m͡l)
അർബൻ	ˈɐɾbən
ടണൽ	ʈˈɐɳəl
ഡസൻ	ɖˈɐsən
AD	(͡e͡n)ˈad(͡m͡l)
CE	(͡e͡n)sˈiː(͡m͡l)
r	ˈaːr
s	ˈɛs
അറ	ˈɐrɐ
ഉൾ	ˈuɭ
കമല	kˈɐməlɐ
കർശന	kˈɐɾɕənɐ
തണൽ	tˈɐɳəl
തവളകൾ	tˈɐvəɭˌɐɡəɭ
ലയൺ	lˈɐjəɳ
Act	(͡e͡n)ˈakt(͡m͡l)
BC	(͡e͡n)bˌiːsˈiː(͡m͡l)
G	d͡ʒˈiː
IV	(͡e͡n)ɹˌə͡ʊmən fˈɔː(͡m͡l)
MU	(͡e͡n)mˈuː(͡m͡l)
P	pˈiː
page	(͡e͡n)pˈe͡ɪd͡ʒ(͡m͡l)
അൻവർ	ˈɐnvəɾ
ഇടവക	ˈiɖəvˌɐɡɐ
മ	mˈɐ
May	(͡e͡n)mˈe͡ɪ(͡m͡l)
SH	(͡e͡n)ˌɛsˈe͡ɪt͡ʃ(͡m͡l)
born	(͡e͡n)bˈɔːn(͡m͡l)
ആകർഷണ	ˈaːɡəɾʂˌɐɳɐ
ഉടമകൾ	ˈuɖəmˌɐɡəɭ
ഉഷ	ˈuʂɐ
ജബൽ	ɟˈɐbəl
റവ	rˈɐvɐ
Island	(͡e͡n)ˈa͡ɪlənd(͡m͡l)
June	(͡e͡n)d͡ʒˈuːn(͡m͡l)
L	ˈɛl
Z	zˈɛd
ഉളള	ˈuɭəɭɐ
ജവഹർ	ɟˈɐvəhəɾ
ടയർ	ʈˈɐjəɾ
ദഹന	dˈɐhənɐ
ശർമ	ɕˈɐɾmɐ
സബർബൻ	sˈɐbəɾbən
ATP	(͡e͡n)ˈatp(͡m͡l)
Fingleton	(͡e͡n)fˈɪŋɡə͡ltən(͡m͡l)
John	(͡e͡n)d͡ʒˈɒn(͡m͡l)
NGC	(͡e͡n)ˌɛnd͡ʒˌiːsˈiː(͡m͡l)
September	(͡e͡n)sɛptˈɛmbə(͡m͡l)
Theory	(͡e͡n)θˈi͡əɹi(͡m͡l)
W	dˈʌbljuː
as	(͡e͡n)az(͡m͡l)
ഇലവൻ	ˈiləvən
ഘടനകൾ	ɡʰˈɐɖənˌɐɡəɭ
ജ	ɟˈɐ
പറ	pˈɐrɐ
ഫസൽ	pʰˈɐsəl
ബ	bˈɐ
മൺ	mˈɐɳ
System	(͡e͡n)sˈɪstəm(͡m͡l)
Y	wˈaːj
ജയ	ɟˈɐjɐ
ഭവന	bʰˈɐvənɐ
ഭവൻ	bʰˈɐvən
Kerala	(͡e͡n)kˈɛɹələ(͡m͡l)
October	(͡e͡n)ɒktˈə͡ʊbə(͡m͡l)
South	(͡e͡n)sˈa͡ʊθ(͡m͡l)
William	(͡e͡n)wˈɪli͡əm(͡m͡l)
York	(͡e͡n)jˈɔːk(͡m͡l)
et	(͡e͡n)ˈɛt(͡m͡l)
system	(͡e͡n)sˈɪstəm(͡m͡l)
ഗൺ	ɡˈɐɳ
ഘടക	ɡʰˈɐɖəɡɐ
ജയൻ	ɟˈɐjən
ടർണർ	ʈˈɐɾɳəɾ
ഡൺ	ɖˈɐɳ
ദൾ	dˈɐɭ
ൻ	ˈin
August	(͡e͡n)ˈɔːɡəst(͡m͡l)
De	(͡e͡n)də(͡m͡l)
Great	(͡e͡n)ɡɹˈe͡ɪt(͡m͡l)
July	(͡e͡n)d͡ʒuːlˈa͡ɪ(͡m͡l)
Lake	(͡e͡n)lˈe͡ɪk(͡m͡l)
NH	(͡e͡n)ˌɛnˈe͡ɪt͡ʃ(͡m͡l)
November	(͡e͡n)nə͡ʊvˈɛmbə(͡m͡l)
o	ˈoː
അഭയ	ˈɐbʰəjɐ
അമർ	ˈɐməɾ
അറകൾ	ˈɐrəɡəɭ
ആശ	ˈaːɕɐ
ഇട	ˈiɖɐ
ഓല	ˈoːlɐ
ഗസൽ	ɡˈɐsəl
ചവറ	cˈɐvərɐ
ബഫർ	bˈɐpʰəɾ
സർവ	sˈɐɾvɐ
District	(͡e͡n)dˈɪstɹɪkt(͡m͡l)
January	(͡e͡n)d͡ʒˈanjuːəɹi(͡m͡l)
Robert	(͡e͡n)ɹˈɒbət(͡m͡l)
ഇവൻ	ˈivən
ഉലമ	ˈuləmɐ
ഋണ	rˈɨɳɐ
ഔവർ	ˈa͡ʊvəɾ
കടമ	kˈɐɖəmɐ
നവ	nˈɐvɐ
പരൽ	pˈɐɾəl
യവന	jˈɐvənɐ
ഹർ	hˈɐɾ
ൺ	ˈɨɳ
David	(͡e͡n)dˈe͡ɪvɪd(͡m͡l)
Douglas	(͡e͡n)dˈʌɡləz(͡m͡l)
Encyclopedia	(͡e͡n)ɛnsˌa͡ɪklə͡ʊpˈiːdi͡ə(͡m͡l)
House	(͡e͡n)hˈa͡ʊs(͡m͡l)
Oxford	(͡e͡n)ˈɒksfəd(͡m͡l)
St	(͡e͡n)sənt(͡m͡l)
Thomas	(͡e͡n)tˈɒməs(͡m͡l)
VI	(͡e͡n)vˌiːˈa͡ɪ(͡m͡l)
White	(͡e͡n)wˈa͡ɪt(͡m͡l)
e	ˈiː
f	ˈɛf
la	(͡e͡n)lˌa(͡m͡l)
അവഗണന	ˈɐvəɡˌɐɳənɐ
ഏൾ	ʲˈeːɭ
ഓലകൾ	ˈoːləɡəɭ
ഔർ	ˈa͡ʊɾ
കടകൾ	kˈɐɖəɡəɭ
ചരൽ	cˈɐɾəl
തബല	tˈɐbəlɐ
പലക	pˈɐləɡɐ
യമൻ	jˈɐmən
വരൻ	vˈɐɾən
Association	(͡e͡n)ɐsˌə͡ʊsɪˈe͡ɪʃən(͡m͡l)
Chinese	(͡e͡n)t͡ʃa͡ɪnˈiːz(͡m͡l)
Christianity	(͡e͡n)kɹˌɪstɪˈanɪti(͡m͡l)
Day	(͡e͡n)dˈe͡ɪ(͡m͡l)
James	(͡e͡n)d͡ʒˈe͡ɪmz(͡m͡l)
Man	(͡e͡n)mˈan(͡m͡l)
Russian	(͡e͡n)ɹˈʌʃən(͡m͡l)
School	(͡e͡n)skˈuːl(͡m͡l)
Sir	(͡e͡n)sˌɜː(͡m͡l)
i	ˈaːj
is	(͡e͡n)ɪz(͡m͡l)
അട	ˈɐɖɐ
അന	ˈɐnɐ
അർഹത	ˈɐɾhədɐ
കർഷകൻ	kˈɐɾʂəɡən
ഖൽസ	kʰˈɐlsɐ
ചരൺ	cˈɐɾəɳ
ദളവ	dˈɐɭəvɐ
ലത	lˈɐdɐ
AU	(͡e͡n)ˌə͡ʊ(͡m͡l)
BCE	(͡e͡n)bˌiːsˌiːˈiː(͡m͡l)
Cambridge	(͡e͡n)kˈe͡ɪmbɹɪd͡ʒ(͡m͡l)
Christian	(͡e͡n)kɹˈɪst͡ʃən(͡m͡l)
Council	(͡e͡n)kˈa͡ʊnsə͡l(͡m͡l)
Institute	(͡e͡n)ˈɪnstɪtjˌuːt(͡m͡l)
Law	(͡e͡n)lˈɔː(͡m͡l)
London	(͡e͡n)lˈʌndən(͡m͡l)
March	(͡e͡n)mˈɑːt͡ʃ(͡m͡l)
MeV	(͡e͡n)mˌiː(͡m͡l) vˈiː
SAP	(͡e͡n)sˈap(͡m͡l)
from	(͡e͡n)fɹɒm(͡m͡l)
ft	(͡e͡n)ˌɛftˈiː(͡m͡l)
g	d͡ʒˈiː
h	ˈeːt͡ʃ
language	(͡e͡n)lˈaŋɡwɪd͡ʒ(͡m͡l)
mi	(͡e͡n)mˈa͡ɪ(͡m͡l)
round	(͡e͡n)ɹˈa͡ʊnd(͡m͡l)
α	(͡e͡l)ˈalfa(͡m͡l)
അരമന	ˈɐɾəmˌɐnɐ
അവയവ	ˈɐvəjˌɐvɐ
ഈഴവർ	ˈiːr.əvəɾ
കട	kˈɐɖɐ
കവല	kˈɐvəlɐ
ഘന	ɡʰˈɐnɐ
ചലന	cˈɐlənɐ
ഡയർ	ɖˈɐjəɾ
തടയണ	tˈɐɖəjˌɐɳɐ
തടയൽ	tˈɐɖəjəl
പയർ	pˈɐjəɾ
വൻകര	vˈɐnɡəɾɐ
വർമ	vˈɐɾmɐ
American	(͡e͡n)ɐmˈɛɹɪkən(͡m͡l)
An	(͡e͡n)an(͡m͡l)
Ancient	(͡e͡n)ˈe͡ɪnʃənt(͡m͡l)
Arabic	(͡e͡n)ˈaɹɐbˌɪk(͡m͡l)
CH	(͡e͡n)sˌiːˈe͡ɪt͡ʃ(͡m͡l)
December	(͡e͡n)dɪsˈɛmbə(͡m͡l)
Dr	(͡e͡n)dˈɒktə(͡m͡l)
Life	(͡e͡n)lˈa͡ɪf(͡m͡l)
OH	(͡e͡n)ˈə͡ʊ(͡m͡l)
Q	kjˈuː
Star	(͡e͡n)stˈɑː(͡m͡l)
Story	(͡e͡n)stˈɔːɹi(͡m͡l)
Volume	(͡e͡n)vˈɒljuːm(͡m͡l)
al	(͡e͡n)ˈal(͡m͡l)
an	(͡e͡n)an(͡m͡l)
architecture	(͡e͡n)ˈɑːkɪtˌɛkt͡ʃə(͡m͡l)
des	(͡e͡n)dˈɛs(͡m͡l)
law	(͡e͡n)lˈɔː(͡m͡l)
mm	(͡e͡n)ˌɛmˈɛm(͡m͡l)
née	(͡e͡n)nˈe͡ɪ(͡m͡l)
point	(͡e͡n)pˈɔ͡ɪnt(͡m͡l)
theory	(͡e͡n)θˈi͡əɹi(͡m͡l)
tree	(͡e͡n)tɹˈiː(͡m͡l)
അമല	ˈɐməlɐ
അമൽ	ˈɐməl
അവതരണ	ˈɐvədˌɐɾəɳɐ
അർധ	ˈɐɾdʰɐ
ആമ	ˈaːmɐ
ഓമന	ˈoːmənɐ
ഓവൻ	ˈoːvən
കപട	kˈɐbəɖɐ
ത	tˈɐ
തലകൾ	tˈɐləɡəɭ
ദയ	dˈɐjɐ
ദശ	dˈɐɕɐ
ദർശന	dˈɐɾɕənɐ
ബദർ	bˈɐdəɾ
മഗധ	mˈɐɡədʰɐ
മദൻ	mˈɐdən
മലർ	mˈɐləɾ
യ	jˈɐ
ഹ	hˈɐ
ർ	ˈɨr
April	(͡e͡n)ˈe͡ɪpɹə͡l(͡m͡l)
Bible	(͡e͡n)bˈa͡ɪbə͡l(͡m͡l)
Black	(͡e͡n)blˈak(͡m͡l)
Common	(͡e͡n)kˈɒmən(͡m͡l)
Development	(͡e͡n)dɪvˈɛləpmənt(͡m͡l)
February	(͡e͡n)fˈɛbɹuːəɹi(͡m͡l)
French	(͡e͡n)fɹˈɛnt͡ʃ(͡m͡l)
Greek	(͡e͡n)ɡɹˈiːk(͡m͡l)
Green	(͡e͡n)ɡɹˈiːn(͡m͡l)
Ibn	(͡e͡n)ˈɪbən(͡m͡l)
In	(͡e͡n)ˈɪn(͡m͡l)
La	(͡e͡n)lˌa(͡m͡l)
Oriental	(͡e͡n)ˌɔːɹɪˈɛntə͡l(͡m͡l)
Our	(͡e͡n)ˌa͡ʊə(͡m͡l)
Red	(͡e͡n)ɹˈɛd(͡m͡l)
Research	(͡e͡n)ɹɪsˈɜːt͡ʃ(͡m͡l)
River	(͡e͡n)ɹˈɪvə(͡m͡l)
War	(͡e͡n)wˈɔː(͡m͡l)
at	(͡e͡n)at(͡m͡l)
energy	(͡e͡n)ˈɛnəd͡ʒi(͡m͡l)
state	(͡e͡n)stˈe͡ɪt(͡m͡l)
t	tʰˈiː
time	(͡e͡n)tˈa͡ɪm(͡m͡l)
അദർ	ˈɐdəɾ
അൺ	ˈɐɳ
ആഗ	ˈaːɡɐ
ഉ	ˈu
ഒമർ	ˈoməɾ
ഓഫർ	ˈoːpʰəɾ
ഓറൽ	ˈoːrəl
ഓൾഗ	ˈoːɭɡɐ
കരൺ	kˈɐɾəɳ
ഗണന	ɡˈɐɳənɐ
ജനതകൾ	ɟˈɐnədˌɐɡəɭ
ട	ʈˈɐ
ഡയൽ	ɖˈɐjəl
പഴമ	pˈɐr.əmɐ
പവൻ	pˈɐvən
പവൽ	pˈɐvəl
ഫല	pʰˈɐlɐ
ബർമ	bˈɐɾmɐ
ഭജന	bʰˈɐɟənɐ
വരയൻ	vˈɐɾəjən
ഹർഭജൻ	hˈɐɾbʰəɟən
BAFTA	(͡e͡n)bˈaftə(͡m͡l)
Battle	(͡e͡n)bˈatə͡l(͡m͡l)
Centre	(͡e͡n)sˈɛntə(͡m͡l)
City	(͡e͡n)sˈɪti(͡m͡l)
East	(͡e͡n)ˈiːst(͡m͡l)
Education	(͡e͡n)ˌɛd͡ʒuːkˈe͡ɪʃən(͡m͡l)
Edward	(͡e͡n)ˈɛdwəd(͡m͡l)
General	(͡e͡n)d͡ʒˈɛnəɹə͡l(͡m͡l)
Giant	(͡e͡n)d͡ʒˈa͡ɪənt(͡m͡l)
High	(͡e͡n)hˈa͡ɪ(͡m͡l)
IX	(͡e͡n)ɹˌə͡ʊmən nˈa͡ɪn(͡m͡l)
Martin	(͡e͡n)mˈɑːtɪn(͡m͡l)
No	(͡e͡n)nˈə͡ʊ(͡m͡l)
Old	(͡e͡n)ˈə͡ʊld(͡m͡l)
On	(͡e͡n)ˈɒn(͡m͡l)
Science	(͡e͡n)sˈa͡ɪ͡əns(͡m͡l)
See	(͡e͡n)sˈiː(͡m͡l)
Tree	(͡e͡n)tɹˈiː(͡m͡l)
cell	(͡e͡n)sˈɛl(͡m͡l)
d	dˈiː
der	(͡e͡n)dˈe͡ə(͡m͡l)
k	kˈeːj
number	(͡e͡n)nˈʌmbə(͡m͡l)
power	(͡e͡n)pˈa͡ʊə(͡m͡l)
ud	(͡e͡n)ˈʌd(͡m͡l)
അഗർ	ˈɐɡəɾ
അസർ	ˈɐsəɾ
ആൽ	ˈaːl
ഇരകൾ	ˈiɾəɡəɭ
ഇൻറൽ	ˈinrəl
ഉടൽ	ˈuɖəl
ഉദയ	ˈudəjɐ
ഓർമ	ˈoːɾmɐ
കൽ	kˈɐl
ഗയ	ɡˈɐjɐ
ചരകൻ	cˈɐɾəɡən
തർജമ	tˈɐɾɟəmɐ
പ	pˈɐ
മര	mˈɐɾɐ
മലയർ	mˈɐləjəɾ
ര	ɾˈɐ
രജത	ɾˈɐɟədɐ
ലവണത	lˈɐvəɳˌɐdɐ
ലഹളകൾ	lˈɐhəɭˌɐɡəɭ
വർഗ	vˈɐɾɡɐ
വർധന	vˈɐɾdʰənɐ
ഹൻസ	hˈɐnsɐ
